player_id,signup_date,acquisition_channel,country,preferred_currency,kyc_status,self_excluded,is_eligible_for_targeting,_ingested_at,turnover_brl,ggr_brl,last_bet_ts,n_bets,net_deposits_confirmed_brl,deposits_pending_brl,deposits_failed_brl,last_confirmed_deposit_ts,n_confirmed_deposits,personal_cadence_days,last_activity_ts,is_never_converted,days_since_last_activity,has_reliable_personal_cadence,dormancy_threshold_days,player_lifecycle_status,hold_rate,wallet_burn_rate,theoretical_balance_brl,value_segment
P00169,2023-11-04,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,9132.45,-4905.5599999999995,2024-01-15T17:54:00.000Z,18,4367.969999999999,0.0,616.65,2024-01-07T02:43:00.000Z,5,3,2024-01-15T17:54:00.000Z,false,77,true,30.0,dormant,-0.5372,-1.1231,9273.53,medio_valor
P00173,2023-10-01,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,4059.47,1146.0700000000002,2023-10-22T03:23:00.000Z,9,2302.41,0.0,0.0,2023-10-22T02:42:00.000Z,3,2,2023-10-22T03:23:00.000Z,false,162,false,60.0,dormant,0.2823,0.4978,1156.34,medio_valor
P00175,2023-08-12,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,4250.23,-854.1700000000002,2024-01-17T05:16:00.000Z,6,0.0,0.0,0.0,,0,,2024-01-17T05:16:00.000Z,false,75,false,60.0,dormant,-0.201,,854.17,valor_minimo
P00179,2023-10-13,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,2984.48,715.2900000000001,2024-01-29T09:06:00.000Z,6,0.0,0.0,1205.44,,0,,2024-01-29T09:06:00.000Z,false,63,false,60.0,dormant,0.2397,,-715.29,valor_minimo
P00181,2023-08-21,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,1417.83,-268.08000000000004,2023-10-22T21:57:00.000Z,3,1531.1599999999999,0.0,0.0,2023-10-13T23:24:00.000Z,2,32,2023-10-22T21:57:00.000Z,false,162,false,60.0,dormant,-0.1891,-0.1751,1799.24,baixo_valor
P00184,2023-09-10,unknown,AO,EUR,verified,false,true,2026-07-31T12:25:24.698Z,3164.83,-449.78999999999974,2023-12-05T01:07:00.000Z,9,5976.429999999999,0.0,1975.5,2023-12-01T00:50:00.000Z,7,10,2023-12-05T01:07:00.000Z,false,118,true,30.0,dormant,-0.1421,-0.0753,6426.22,alto_valor
P00186,2023-10-20,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,3431.2099999999996,-1330.63,2023-11-14T02:08:00.000Z,6,1324.65,0.0,0.0,2023-11-15T03:27:00.000Z,2,11,2023-11-15T03:27:00.000Z,false,138,false,60.0,dormant,-0.3878,-1.0045,2655.28,baixo_valor
P00187,2023-10-07,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,12885.34,-5267.51,2023-11-07T05:25:00.000Z,24,4220.860000000001,1981.31,1785.06,2023-11-06T23:38:00.000Z,3,6,2023-11-07T05:25:00.000Z,false,146,false,60.0,dormant,-0.4088,-1.248,9488.37,medio_valor
P00188,2023-09-04,seo,PT,EUR,pending,false,true,2026-07-31T12:25:24.698Z,24307.34000000001,-5010.419999999999,2024-02-21T01:12:00.000Z,57,12673.820000000002,0.0,1200.81,2024-02-17T18:20:00.000Z,12,13,2024-02-21T01:12:00.000Z,false,40,true,33.0,dormant,-0.2061,-0.3953,17684.24,alto_valor
P00189,2023-10-28,organic,PT,EUR,pending,false,true,2026-07-31T12:25:24.698Z,8092.1799999999985,3113.5099999999998,2023-12-05T00:29:00.000Z,15,2046.55,414.37,838.16,2023-12-06T06:36:00.000Z,4,13,2023-12-06T06:36:00.000Z,false,117,false,60.0,dormant,0.3848,1.5213,-1066.96,baixo_valor
P00194,2023-08-15,organic,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,12641.000000000002,6011.75,2023-12-24T17:36:00.000Z,27,2364.95,0.0,0.0,2023-12-24T16:52:00.000Z,3,13,2023-12-24T17:36:00.000Z,false,99,false,60.0,dormant,0.4756,2.542,-3646.8,medio_valor
P00196,2023-09-13,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,2572.2100000000005,-239.42,2024-02-04T01:27:00.000Z,9,6185.580000000001,0.0,969.4,2024-01-09T02:44:00.000Z,5,1,2024-02-04T01:27:00.000Z,false,57,true,30.0,dormant,-0.0931,-0.0387,6425.0,alto_valor
P00197,2023-08-11,influencer,PT,BRL,verified,false,true,2026-07-31T12:25:24.698Z,3682.97,2563.15,2023-08-17T07:46:00.000Z,9,2667.83,0.0,0.0,2023-08-16T16:30:00.000Z,3,1,2023-08-17T07:46:00.000Z,false,228,false,60.0,dormant,0.6959,0.9608,104.68,medio_valor
P00198,2023-12-06,organic,PT,EUR,pending,false,true,2026-07-31T12:25:24.698Z,12567.059999999998,3260.96,2023-12-15T04:05:00.000Z,30,5929.439999999999,0.0,1938.71,2023-12-14T03:35:00.000Z,6,1,2023-12-15T04:05:00.000Z,false,108,true,30.0,dormant,0.2595,0.55,2668.48,alto_valor
P00201,2023-09-01,unknown,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,5076.089999999999,-579.36,2023-10-09T07:32:00.000Z,12,1803.52,0.0,318.66,2023-10-03T06:46:00.000Z,2,14,2023-10-09T07:32:00.000Z,false,175,false,60.0,dormant,-0.1141,-0.3212,2382.88,baixo_valor
P00204,2023-12-05,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,2648.26,-600.3,2024-01-05T11:12:00.000Z,9,1109.52,0.0,0.0,2023-12-06T17:46:00.000Z,1,,2024-01-05T11:12:00.000Z,false,87,false,60.0,dormant,-0.2267,-0.541,1709.82,baixo_valor
P00206,2023-11-07,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,10386.740000000002,601.5300000000002,2023-11-30T03:23:00.000Z,21,3769.86,908.16,1350.5,2023-12-01T19:05:00.000Z,4,10,2023-12-01T19:05:00.000Z,false,122,false,60.0,dormant,0.0579,0.1596,3168.33,medio_valor
P00211,2023-08-07,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,1623.5,0.0,0.0,2024-01-02T07:02:00.000Z,1,,2024-01-02T07:02:00.000Z,false,90,false,60.0,dormant,,0.0,1623.5,baixo_valor
P00216,2023-10-07,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,40658.75000000002,-6478.58,2023-12-19T00:43:00.000Z,78,25583.39,3038.24,3974.2799999999997,2023-12-19T16:28:00.000Z,23,3,2023-12-19T16:28:00.000Z,false,104,true,30.0,dormant,-0.1593,-0.2532,32061.97,alto_valor
P00221,2023-08-14,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,5367.829999999999,330.8199999999997,2023-09-17T02:07:00.000Z,9,1982.62,0.0,2436.52,2023-08-31T19:38:00.000Z,1,,2023-09-17T02:07:00.000Z,false,197,false,60.0,dormant,0.0616,0.1669,1651.8,baixo_valor
P00222,2023-11-13,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,42844.689999999995,-2632.8099999999986,2023-11-28T18:53:00.000Z,84,17504.18,522.47,1504.62,2023-11-26T12:25:00.000Z,17,0,2023-11-28T18:53:00.000Z,false,125,true,30.0,dormant,-0.0615,-0.1504,20136.99,alto_valor
P00230,2023-11-01,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,1500.9099999999999,-579.05,2023-12-20T03:05:00.000Z,3,2319.34,0.0,0.0,2024-01-11T09:09:00.000Z,3,21,2024-01-11T09:09:00.000Z,false,81,false,60.0,dormant,-0.3858,-0.2497,2898.39,medio_valor
P00233,2023-10-03,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,1565.1299999999999,-2845.96,2023-10-24T21:22:00.000Z,3,0.0,0.0,0.0,,0,,2023-10-24T21:22:00.000Z,false,160,false,60.0,dormant,-1.8184,,2845.96,valor_minimo
P00234,2023-08-16,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,5194.46,-1672.8700000000003,2023-09-12T21:04:00.000Z,9,741.86,0.0,0.0,2023-08-18T06:37:00.000Z,1,,2023-09-12T21:04:00.000Z,false,202,false,60.0,dormant,-0.322,-2.255,2414.73,valor_minimo
P00236,2023-11-25,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,13609.83,3370.7599999999998,2023-12-13T11:08:00.000Z,24,2566.7799999999997,1642.85,0.0,2023-12-03T08:23:00.000Z,2,5,2023-12-13T11:08:00.000Z,false,110,false,60.0,dormant,0.2477,1.3132,-803.98,medio_valor
P00237,2023-08-12,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,2546.64,-1761.73,2023-08-20T15:53:00.000Z,6,0.0,0.0,0.0,,0,,2023-08-20T15:53:00.000Z,false,225,false,60.0,dormant,-0.6918,,1761.73,valor_minimo
P00238,2023-10-13,seo,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,3954.73,2350.96,2024-01-01T07:32:00.000Z,6,1744.56,0.0,56.02,2023-10-30T15:52:00.000Z,1,,2024-01-01T07:32:00.000Z,false,91,false,60.0,dormant,0.5945,1.3476,-606.4,baixo_valor
P00241,2023-12-15,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,36628.92,-2984.309999999999,2023-12-29T13:13:00.000Z,75,12339.730000000001,729.25,219.83,2023-12-27T09:47:00.000Z,9,1,2023-12-29T13:13:00.000Z,false,94,true,30.0,dormant,-0.0815,-0.2418,15324.04,alto_valor
P00242,2023-08-09,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,816.8800000000001,221.25000000000006,2023-11-15T12:14:00.000Z,3,551.73,0.0,1051.93,2023-10-14T12:12:00.000Z,2,37,2023-11-15T12:14:00.000Z,false,138,false,60.0,dormant,0.2708,0.401,330.48,valor_minimo
P00246,2024-01-08,paid_social,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,11923.7,1870.9799999999996,2024-02-16T21:25:00.000Z,24,4992.580000000001,2345.96,1335.54,2024-02-12T12:51:00.000Z,6,5,2024-02-16T21:25:00.000Z,false,45,true,30.0,dormant,0.1569,0.3748,3121.6,alto_valor
P00247,2024-01-26,affiliate,BR,USD,verified,false,true,2026-07-31T12:25:24.698Z,7559.75,-2589.77,2024-02-13T16:26:00.000Z,18,10592.59,0.0,0.0,2024-02-13T12:24:00.000Z,9,3,2024-02-13T16:26:00.000Z,false,48,true,30.0,dormant,-0.3426,-0.2445,13182.36,alto_valor
P00250,2023-09-18,influencer,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,11345.820000000003,-5556.180000000001,2023-09-21T19:37:00.000Z,24,4653.659999999999,0.0,0.0,2023-09-21T07:38:00.000Z,7,0,2023-09-21T19:37:00.000Z,false,193,true,30.0,dormant,-0.4897,-1.1939,10209.84,medio_valor
