bet_id,player_id,bet_ts,stake,currency,product,payout,is_currency_valid,stake_brl,payout_brl,ggr_brl,_ingested_at
B0000668,P00057,2024-01-08T15:58:00.000Z,37.52,BRL,casino,117.82,true,37.52,117.82,-80.3,2026-07-31T12:59:56.604Z
B0000669,P00057,2024-01-26T12:02:00.000Z,893.42,BRL,sports,1152.13,true,893.42,1152.13,-258.71,2026-07-31T12:59:56.604Z
B0000670,P00057,2024-01-14T10:17:00.000Z,897.57,BRL,casino,0.00,true,897.57,0.0,897.57,2026-07-31T12:59:56.604Z
B0000671,P00057,2024-01-27T01:29:00.000Z,76.32,BRL,casino,0.00,true,76.32,0.0,76.32,2026-07-31T12:59:56.604Z
B0000672,P00057,2024-01-13T15:02:00.000Z,701.44,BRL,casino,1820.18,true,701.44,1820.18,-1118.74,2026-07-31T12:59:56.604Z
B0000673,P00057,2024-01-18T06:32:00.000Z,696.43,BRL,casino,0.00,true,696.43,0.0,696.43,2026-07-31T12:59:56.604Z
B0000674,P00057,2024-01-17T18:54:00.000Z,815.56,BRL,casino,2724.09,true,815.56,2724.09,-1908.53,2026-07-31T12:59:56.604Z
B0000675,P00057,2024-01-18T00:03:00.000Z,463.98,BRL,sports,0.00,true,463.98,0.0,463.98,2026-07-31T12:59:56.604Z
B0000676,P00057,2024-01-12T04:21:00.000Z,26.10,USD,casino,0.00,true,127.95,0.0,127.95,2026-07-31T12:59:56.604Z
B0000677,P00057,2024-01-26T14:42:00.000Z,484.19,BRL,casino,1616.57,true,484.19,1616.57,-1132.38,2026-07-31T12:59:56.604Z
B0000678,P00057,2024-01-14T06:03:00.000Z,657.90,BRL,sports,1380.82,true,657.9,1380.82,-722.92,2026-07-31T12:59:56.604Z
B0000679,P00057,2024-01-16T23:50:00.000Z,813.46,BRL,casino,0.00,true,813.46,0.0,813.46,2026-07-31T12:59:56.604Z
B0000680,P00057,2024-01-22T14:58:00.000Z,149.31,USD,sports,0.00,true,722.46,0.0,722.46,2026-07-31T12:59:56.604Z
B0000681,P00057,2024-01-08T20:21:00.000Z,168.36,BRL,sports,238.13,true,168.36,238.13,-69.77,2026-07-31T12:59:56.604Z
B0000682,P00059,2023-12-08T02:02:00.000Z,99.58,USD,sports,165.82,true,498.07,829.38,-331.31,2026-07-31T12:59:56.604Z
B0000683,P00059,2024-01-27T05:06:00.000Z,69.25,USD,casino,0.00,true,335.52,0.0,335.52,2026-07-31T12:59:56.604Z
B0000684,P00059,2024-01-11T20:47:00.000Z,30.41,USD,casino,0.00,true,149.37,0.0,149.37,2026-07-31T12:59:56.604Z
B0000685,P00060,2024-02-06T02:49:00.000Z,103.74,EUR,sports,0.00,true,543.91,0.0,543.91,2026-07-31T12:59:56.604Z
B0000686,P00060,2023-12-13T09:18:00.000Z,103.83,EUR,casino,362.64,true,552.98,1931.35,-1378.37,2026-07-31T12:59:56.604Z
B0000687,P00060,2023-10-18T09:56:00.000Z,110.11,EUR,casino,0.00,true,592.83,0.0,592.83,2026-07-31T12:59:56.604Z
B0000688,P00060,2024-02-11T21:53:00.000Z,154.88,EUR,sports,0.00,true,816.4,0.0,816.4,2026-07-31T12:59:56.604Z
B0000689,P00060,2023-12-12T18:42:00.000Z,156.12,EUR,casino,0.00,true,828.2,0.0,828.2,2026-07-31T12:59:56.604Z
B0000690,P00060,2023-12-05T08:25:00.000Z,93.35,EUR,sports,316.42,true,491.23,1665.07,-1173.84,2026-07-31T12:59:56.604Z
B0000691,P00060,2023-12-10T11:26:00.000Z,803.38,BRL,sports,2468.93,true,803.38,2468.93,-1665.55,2026-07-31T12:59:56.604Z
B0000692,P00060,2023-12-19T18:49:00.000Z,128.50,EUR,sports,0.00,true,680.74,0.0,680.74,2026-07-31T12:59:56.604Z
B0000693,P00060,2023-12-18T04:07:00.000Z,38.13,EUR,sports,0.00,true,202.54,0.0,202.54,2026-07-31T12:59:56.604Z
B0000694,P00060,2024-02-11T02:43:00.000Z,98.57,EUR,casino,241.86,true,519.58,1274.89,-755.31,2026-07-31T12:59:56.604Z
B0000695,P00060,2023-10-26T01:59:00.000Z,43.73,EUR,casino,0.00,true,233.26,0.0,233.26,2026-07-31T12:59:56.604Z
B0000696,P00060,2023-11-06T02:10:00.000Z,117.90,EUR,casino,387.15,true,623.53,2047.48,-1423.95,2026-07-31T12:59:56.604Z
B0000697,P00060,2023-10-28T15:40:00.000Z,51.25,EUR,sports,0.00,true,272.06,0.0,272.06,2026-07-31T12:59:56.604Z
B0000698,P00060,2023-10-25T00:15:00.000Z,152.94,EUR,sports,0.00,true,819.62,0.0,819.62,2026-07-31T12:59:56.604Z
B0000699,P00060,2024-01-23T17:21:00.000Z,132.97,EUR,sports,214.30,true,695.73,1121.26,-425.53,2026-07-31T12:59:56.604Z
B0000700,P00060,2023-12-19T01:42:00.000Z,136.64,EUR,casino,0.00,true,723.86,0.0,723.86,2026-07-31T12:59:56.604Z
B0000701,P00060,2024-01-24T22:46:00.000Z,356.47,BRL,sports,582.97,true,356.47,582.97,-226.5,2026-07-31T12:59:56.604Z
B0000702,P00060,2024-02-09T01:04:00.000Z,140.96,EUR,sports,0.00,true,743.03,0.0,743.03,2026-07-31T12:59:56.604Z
B0000703,P00060,2023-11-03T02:59:00.000Z,91.84,EUR,casino,0.00,true,487.35,0.0,487.35,2026-07-31T12:59:56.604Z
B0000704,P00060,2023-10-19T01:32:00.000Z,68.73,EUR,casino,0.00,true,367.99,0.0,367.99,2026-07-31T12:59:56.604Z
B0000705,P00060,2023-11-12T12:44:00.000Z,109.07,EUR,sports,0.00,true,576.12,0.0,576.12,2026-07-31T12:59:56.604Z
B0000706,P00060,2024-02-17T21:31:00.000Z,40.45,EUR,casino,0.00,true,212.57,0.0,212.57,2026-07-31T12:59:56.604Z
B0000707,P00060,2023-12-04T00:12:00.000Z,65.18,EUR,sports,0.00,true,343.29,0.0,343.29,2026-07-31T12:59:56.604Z
B0000708,P00060,2023-12-28T14:26:00.000Z,172.85,EUR,sports,0.00,true,917.68,0.0,917.68,2026-07-31T12:59:56.604Z
B0000709,P00060,2024-02-17T10:49:00.000Z,81.65,EUR,sports,116.00,true,429.09,609.6,-180.51,2026-07-31T12:59:56.604Z
B0000710,P00060,2023-12-30T17:07:00.000Z,111.16,USD,sports,0.00,true,553.85,0.0,553.85,2026-07-31T12:59:56.604Z
B0000711,P00060,2024-01-24T04:54:00.000Z,56.17,EUR,sports,173.62,true,293.45,907.06,-613.61,2026-07-31T12:59:56.604Z
B0000712,P00062,2023-11-26T02:21:00.000Z,28.25,USD,casino,58.56,true,140.07,290.35,-150.28,2026-07-31T12:59:56.604Z
B0000713,P00062,2023-09-11T16:26:00.000Z,73.39,USD,sports,0.00,true,370.36,0.0,370.36,2026-07-31T12:59:56.604Z
B0000714,P00062,2023-09-05T20:59:00.000Z,66.22,USD,sports,0.00,true,333.63,0.0,333.63,2026-07-31T12:59:56.604Z
B0000715,P00062,2023-10-18T12:37:00.000Z,153.83,USD,sports,228.37,true,786.68,1167.88,-381.2,2026-07-31T12:59:56.604Z
B0000716,P00062,2023-10-01T11:54:00.000Z,168.45,USD,sports,0.00,true,861.12,0.0,861.12,2026-07-31T12:59:56.604Z
B0000717,P00062,2023-12-14T11:58:00.000Z,187.11,USD,casino,0.00,true,948.54,0.0,948.54,2026-07-31T12:59:56.604Z
B0000718,P00063,2023-11-06T08:42:00.000Z,45.53,BRL,casino,0.00,true,45.53,0.0,45.53,2026-07-31T12:59:56.604Z
B0000719,P00063,2023-10-20T00:57:00.000Z,141.21,BRL,casino,476.27,true,141.21,476.27,-335.06,2026-07-31T12:59:56.604Z
B0000720,P00063,2023-09-21T03:37:00.000Z,364.32,BRL,sports,0.00,true,364.32,0.0,364.32,2026-07-31T12:59:56.604Z
B0000721,P00063,2023-09-26T15:06:00.000Z,189.20,BRL,sports,0.00,true,189.2,0.0,189.2,2026-07-31T12:59:56.604Z
B0000722,P00063,2023-11-15T20:32:00.000Z,709.62,BRL,sports,2413.96,true,709.62,2413.96,-1704.34,2026-07-31T12:59:56.604Z
B0000723,P00063,2023-11-07T16:53:00.000Z,153.26,EUR,sports,0.00,true,815.08,0.0,815.08,2026-07-31T12:59:56.604Z
B0000724,P00063,2023-11-18T02:33:00.000Z,64.07,BRL,casino,175.16,true,64.07,175.16,-111.09,2026-07-31T12:59:56.604Z
B0000725,P00063,2023-10-30T04:39:00.000Z,72.61,EUR,sports,0.00,true,386.6,0.0,386.6,2026-07-31T12:59:56.604Z
B0000726,P00063,2023-12-15T23:25:00.000Z,650.10,BRL,sports,0.00,true,650.1,0.0,650.1,2026-07-31T12:59:56.604Z
B0000727,P00063,2023-12-20T01:42:00.000Z,132.55,BRL,sports,354.42,true,132.55,354.42,-221.87,2026-07-31T12:59:56.604Z
B0000728,P00063,2023-10-02T00:25:00.000Z,234.70,BRL,sports,306.78,true,234.7,306.78,-72.08,2026-07-31T12:59:56.604Z
B0000729,P00063,2023-10-13T01:44:00.000Z,117.05,BRL,sports,197.05,true,117.05,197.05,-80.0,2026-07-31T12:59:56.604Z
B0000730,P00064,2023-10-31T01:23:00.000Z,78.79,EUR,casino,211.97,true,419.38,1128.27,-708.89,2026-07-31T12:59:56.604Z
B0000731,P00064,2024-01-17T20:09:00.000Z,91.28,EUR,sports,248.75,true,476.4,1298.25,-821.85,2026-07-31T12:59:56.604Z
B0000732,P00064,2024-01-11T14:31:00.000Z,152.37,EUR,casino,0.00,true,801.65,0.0,801.65,2026-07-31T12:59:56.604Z
B0000733,P00064,2023-12-13T18:53:00.000Z,44.87,EUR,sports,70.21,true,238.97,373.92,-134.95,2026-07-31T12:59:56.604Z
B0000734,P00064,2024-01-29T04:11:00.000Z,36.47,EUR,casino,67.86,true,191.84,356.96,-165.12,2026-07-31T12:59:56.604Z
B0000735,P00064,2023-10-07T04:14:00.000Z,133.70,EUR,casino,300.18,true,710.28,1594.71,-884.43,2026-07-31T12:59:56.604Z
B0000736,P00064,2023-11-24T07:10:00.000Z,48.96,EUR,casino,0.00,true,256.13,0.0,256.13,2026-07-31T12:59:56.604Z
B0000737,P00064,2023-11-29T14:24:00.000Z,24.23,EUR,sports,0.00,true,127.68,0.0,127.68,2026-07-31T12:59:56.604Z
B0000738,P00064,2024-02-22T10:44:00.000Z,163.51,EUR,sports,467.45,true,858.9,2455.47,-1596.57,2026-07-31T12:59:56.604Z
B0000739,P00065,2023-09-07T00:36:00.000Z,140.11,EUR,sports,0.00,true,747.67,0.0,747.67,2026-07-31T12:59:56.604Z
B0000740,P00065,2023-08-18T22:54:00.000Z,44.87,EUR,sports,152.68,true,240.46,818.23,-577.77,2026-07-31T12:59:56.604Z
B0000741,P00065,2023-08-31T17:49:00.000Z,92.93,EUR,casino,115.70,true,494.65,615.85,-121.2,2026-07-31T12:59:56.604Z
B0000742,P00065,2023-08-29T16:27:00.000Z,84.70,EUR,casino,244.36,true,451.27,1301.93,-850.66,2026-07-31T12:59:56.604Z
B0000743,P00065,2023-09-02T14:38:00.000Z,103.00,EUR,casino,0.00,true,546.22,0.0,546.22,2026-07-31T12:59:56.604Z
B0000744,P00065,2023-08-14T05:54:00.000Z,109.68,EUR,casino,0.00,true,584.16,0.0,584.16,2026-07-31T12:59:56.604Z
B0000745,P00066,2023-12-30T08:35:00.000Z,106.96,USD,sports,0.00,true,532.92,0.0,532.92,2026-07-31T12:59:56.604Z
B0000746,P00066,2024-01-03T02:26:00.000Z,156.89,EUR,sports,500.96,true,826.68,2639.66,-1812.98,2026-07-31T12:59:56.604Z
B0000747,P00066,2023-12-24T16:13:00.000Z,195.21,USD,casino,295.19,true,980.78,1483.11,-502.33,2026-07-31T12:59:56.604Z
B0000748,P00066,2023-12-24T14:56:00.000Z,918.61,BRL,casino,3196.79,true,918.61,3196.79,-2278.18,2026-07-31T12:59:56.604Z
B0000749,P00066,2024-01-06T18:50:00.000Z,68.82,USD,sports,101.39,true,341.78,503.53,-161.75,2026-07-31T12:59:56.604Z
B0000750,P00066,2023-12-23T16:59:00.000Z,56.14,USD,casino,165.16,true,282.06,829.8,-547.74,2026-07-31T12:59:56.604Z
B0000751,P00066,2024-01-05T01:32:00.000Z,159.35,USD,sports,0.00,true,791.38,0.0,791.38,2026-07-31T12:59:56.604Z
B0000752,P00066,2024-01-06T22:48:00.000Z,1.02,USD,casino,0.00,true,5.07,0.0,5.07,2026-07-31T12:59:56.604Z
B0000753,P00066,2023-12-31T00:17:00.000Z,6.35,USD,sports,16.78,true,31.64,83.61,-51.97,2026-07-31T12:59:56.604Z
B0000754,P00066,2023-12-25T19:12:00.000Z,47.61,USD,sports,76.78,true,238.72,384.99,-146.27,2026-07-31T12:59:56.604Z
B0000755,P00066,2023-12-27T01:58:00.000Z,132.67,USD,sports,200.25,true,667.0,1006.76,-339.76,2026-07-31T12:59:56.604Z
B0000756,P00066,2023-12-28T02:04:00.000Z,176.15,USD,sports,489.62,true,880.52,2447.45,-1566.93,2026-07-31T12:59:56.604Z
B0000757,P00066,2023-12-30T19:26:00.000Z,35.10,USD,sports,56.26,true,174.88,280.31,-105.43,2026-07-31T12:59:56.604Z
B0000758,P00066,2023-12-24T03:52:00.000Z,43.15,USD,sports,62.54,true,216.8,314.22,-97.42,2026-07-31T12:59:56.604Z
B0000759,P00066,2023-12-27T11:57:00.000Z,143.03,USD,casino,0.00,true,719.09,0.0,719.09,2026-07-31T12:59:56.604Z
B0000760,P00066,2024-01-06T14:13:00.000Z,165.93,USD,casino,0.00,true,824.06,0.0,824.06,2026-07-31T12:59:56.604Z
B0000761,P00066,2023-12-29T13:59:00.000Z,167.50,USD,sports,322.64,true,834.56,1607.54,-772.98,2026-07-31T12:59:56.604Z
B0000762,P00066,2023-12-26T22:55:00.000Z,75.73,USD,sports,0.00,true,381.45,0.0,381.45,2026-07-31T12:59:56.604Z
B0000763,P00066,2024-01-04T22:07:00.000Z,180.27,USD,casino,506.67,true,889.13,2499.0,-1609.87,2026-07-31T12:59:56.604Z
B0000764,P00066,2023-12-29T01:33:00.000Z,116.55,USD,sports,0.00,true,580.7,0.0,580.7,2026-07-31T12:59:56.604Z
B0000765,P00066,2023-12-31T20:34:00.000Z,159.99,USD,sports,210.67,true,797.14,1049.65,-252.51,2026-07-31T12:59:56.604Z
B0000766,P00066,2023-12-26T01:16:00.000Z,17.63,USD,casino,0.00,true,88.8,0.0,88.8,2026-07-31T12:59:56.604Z
B0000767,P00066,2023-12-31T19:08:00.000Z,48.80,BRL,sports,0.00,true,48.8,0.0,48.8,2026-07-31T12:59:56.604Z
B0000768,P00066,2024-01-03T00:46:00.000Z,104.07,USD,sports,0.00,true,513.02,0.0,513.02,2026-07-31T12:59:56.604Z
B0000769,P00067,2024-03-01T00:48:00.000Z,49.08,EUR,sports,0.00,true,259.1,0.0,259.1,2026-07-31T12:59:56.604Z
B0000770,P00067,2024-03-11T16:05:00.000Z,121.21,EUR,casino,0.00,true,639.82,0.0,639.82,2026-07-31T12:59:56.604Z
B0000771,P00067,2024-02-21T01:12:00.000Z,141.59,EUR,casino,0.00,true,746.75,0.0,746.75,2026-07-31T12:59:56.604Z
B0000772,P00067,2024-02-19T00:40:00.000Z,156.61,EUR,sports,0.00,true,819.02,0.0,819.02,2026-07-31T12:59:56.604Z
B0000773,P00067,2024-03-10T18:32:00.000Z,63.26,USD,casino,0.00,true,304.16,0.0,304.16,2026-07-31T12:59:56.604Z
B0000774,P00067,2024-03-11T02:42:00.000Z,28.71,EUR,casino,0.00,true,151.55,0.0,151.55,2026-07-31T12:59:56.604Z
B0000775,P00068,2023-11-25T04:39:00.000Z,153.83,USD,sports,476.26,true,762.72,2361.39,-1598.67,2026-07-31T12:59:56.604Z
B0000776,P00068,2023-11-20T13:00:00.000Z,9.04,USD,casino,11.39,true,44.65,56.26,-11.61,2026-07-31T12:59:56.604Z
B0000777,P00068,2023-12-08T10:33:00.000Z,69.73,USD,sports,141.65,true,348.77,708.49,-359.72,2026-07-31T12:59:56.604Z
B0000778,P00068,2023-11-22T10:20:00.000Z,25.47,USD,casino,77.29,true,125.97,382.26,-256.29,2026-07-31T12:59:56.604Z
B0000779,P00068,2023-12-01T06:02:00.000Z,164.49,USD,sports,0.00,true,829.34,0.0,829.34,2026-07-31T12:59:56.604Z
B0000780,P00068,2023-11-30T13:29:00.000Z,81.94,USD,casino,211.80,true,410.42,1060.85,-650.43,2026-07-31T12:59:56.604Z
B0000781,P00068,2023-12-05T22:54:00.000Z,154.70,USD,sports,0.00,true,778.56,0.0,778.56,2026-07-31T12:59:56.604Z
B0000782,P00068,2023-11-14T20:16:00.000Z,160.60,USD,sports,0.00,true,795.82,0.0,795.82,2026-07-31T12:59:56.604Z
B0000783,P00068,2023-12-08T03:54:00.000Z,106.33,USD,sports,280.59,true,531.83,1403.43,-871.6,2026-07-31T12:59:56.604Z
B0000784,P00068,2023-11-27T10:24:00.000Z,100.19,USD,sports,0.00,true,496.51,0.0,496.51,2026-07-31T12:59:56.604Z
B0000785,P00068,2023-11-26T01:25:00.000Z,80.54,USD,casino,221.32,true,399.33,1097.35,-698.02,2026-07-31T12:59:56.604Z
B0000786,P00068,2023-12-03T16:26:00.000Z,114.71,USD,casino,0.00,true,578.35,0.0,578.35,2026-07-31T12:59:56.604Z
B0000787,P00068,2023-11-15T19:27:00.000Z,151.54,USD,sports,433.58,true,745.69,2133.55,-1387.86,2026-07-31T12:59:56.604Z
B0000788,P00068,2023-11-13T19:18:00.000Z,155.88,USD,casino,500.21,true,777.17,2493.9,-1716.73,2026-07-31T12:59:56.604Z
B0000789,P00068,2023-11-15T20:02:00.000Z,150.31,USD,sports,0.00,true,739.64,0.0,739.64,2026-07-31T12:59:56.604Z
B0000790,P00068,2023-11-22T02:12:00.000Z,144.50,USD,sports,354.02,true,714.67,1750.91,-1036.24,2026-07-31T12:59:56.604Z
B0000791,P00068,2023-12-01T20:32:00.000Z,62.24,USD,sports,0.00,true,313.81,0.0,313.81,2026-07-31T12:59:56.604Z
B0000792,P00068,2023-12-04T10:53:00.000Z,22.68,USD,casino,63.60,true,114.0,319.69,-205.69,2026-07-31T12:59:56.604Z
B0000793,P00068,2023-11-20T15:43:00.000Z,27.72,USD,casino,0.00,true,136.92,0.0,136.92,2026-07-31T12:59:56.604Z
B0000794,P00068,2023-11-11T04:13:00.000Z,128.18,USD,sports,0.00,true,639.34,0.0,639.34,2026-07-31T12:59:56.604Z
B0000795,P00068,2023-11-16T12:56:00.000Z,164.96,USD,sports,397.60,true,818.4,1972.58,-1154.18,2026-07-31T12:59:56.604Z
B0000796,P00069,2024-02-20T09:29:00.000Z,161.38,USD,sports,457.67,true,791.15,2243.68,-1452.53,2026-07-31T12:59:56.604Z
B0000797,P00069,2024-02-20T13:12:00.000Z,40.53,USD,casino,0.00,true,198.69,0.0,198.69,2026-07-31T12:59:56.604Z
B0000798,P00069,2024-02-20T20:46:00.000Z,57.21,EUR,sports,184.76,true,300.58,970.71,-670.13,2026-07-31T12:59:56.604Z
B0000799,P00069,2024-02-20T17:20:00.000Z,122.76,USD,casino,0.00,true,601.82,0.0,601.82,2026-07-31T12:59:56.604Z
B0000800,P00069,2024-02-20T20:57:00.000Z,100.64,USD,sports,248.67,true,493.38,1219.08,-725.7,2026-07-31T12:59:56.604Z
B0000801,P00069,2024-02-20T12:21:00.000Z,42.53,USD,casino,130.34,true,208.5,638.98,-430.48,2026-07-31T12:59:56.604Z
B0000802,P00069,2024-02-20T00:44:00.000Z,167.68,USD,casino,0.00,true,822.03,0.0,822.03,2026-07-31T12:59:56.604Z
B0000803,P00069,2024-02-20T23:07:00.000Z,140.86,USD,casino,260.93,true,690.55,1279.18,-588.63,2026-07-31T12:59:56.604Z
B0000804,P00069,2024-02-20T06:56:00.000Z,136.34,USD,sports,354.81,true,668.39,1739.42,-1071.03,2026-07-31T12:59:56.604Z
B0000805,P00070,2024-03-09T14:36:00.000Z,809.47,BRL,casino,0.00,true,809.47,0.0,809.47,2026-07-31T12:59:56.604Z
B0000806,P00070,2024-03-06T19:37:00.000Z,229.71,BRL,sports,527.85,true,229.71,527.85,-298.14,2026-07-31T12:59:56.604Z
B0000807,P00070,2024-03-17T02:13:00.000Z,198.73,BRL,sports,0.00,true,198.73,0.0,198.73,2026-07-31T12:59:56.604Z
B0000808,P00070,2024-03-06T03:02:00.000Z,278.64,BRL,casino,383.55,true,278.64,383.55,-104.91,2026-07-31T12:59:56.604Z
B0000809,P00070,2024-03-07T19:40:00.000Z,410.21,BRL,sports,0.00,true,410.21,0.0,410.21,2026-07-31T12:59:56.604Z
B0000810,P00070,2024-03-17T08:50:00.000Z,241.46,BRL,sports,0.00,true,241.46,0.0,241.46,2026-07-31T12:59:56.604Z
B0000811,P00070,2024-03-13T00:02:00.000Z,120.93,BRL,sports,362.15,true,120.93,362.15,-241.22,2026-07-31T12:59:56.604Z
B0000812,P00070,2024-03-18T20:05:00.000Z,522.66,BRL,sports,1096.73,true,522.66,1096.73,-574.07,2026-07-31T12:59:56.604Z
B0000813,P00070,2024-03-11T01:11:00.000Z,458.35,BRL,sports,1335.57,true,458.35,1335.57,-877.22,2026-07-31T12:59:56.604Z
B0000814,P00070,2024-03-09T10:11:00.000Z,359.02,BRL,casino,0.00,true,359.02,0.0,359.02,2026-07-31T12:59:56.604Z
B0000815,P00070,2024-03-14T21:39:00.000Z,148.45,EUR,sports,369.81,true,792.25,1973.6,-1181.35,2026-07-31T12:59:56.604Z
B0000816,P00070,2024-03-13T01:19:00.000Z,293.95,BRL,sports,0.00,true,293.95,0.0,293.95,2026-07-31T12:59:56.604Z
B0000817,P00071,2023-11-03T21:47:00.000Z,42.31,EUR,sports,0.00,true,224.52,0.0,224.52,2026-07-31T12:59:56.604Z
B0000818,P00071,2023-12-28T01:06:00.000Z,646.91,BRL,casino,0.00,true,646.91,0.0,646.91,2026-07-31T12:59:56.604Z
B0000819,P00071,2024-01-08T10:36:00.000Z,4.14,EUR,sports,0.00,true,21.87,0.0,21.87,2026-07-31T12:59:56.604Z
B0000820,P00071,2023-11-28T23:37:00.000Z,32.63,EUR,sports,113.86,true,171.0,596.68,-425.68,2026-07-31T12:59:56.604Z
B0000821,P00071,2023-12-27T13:49:00.000Z,123.87,EUR,casino,0.00,true,660.93,0.0,660.93,2026-07-31T12:59:56.604Z
B0000822,P00071,2024-03-01T13:46:00.000Z,97.17,EUR,casino,0.00,true,512.98,0.0,512.98,2026-07-31T12:59:56.604Z
B0000823,P00071,2023-10-07T06:24:00.000Z,52.43,EUR,sports,0.00,true,278.53,0.0,278.53,2026-07-31T12:59:56.604Z
B0000824,P00071,2023-10-22T05:39:00.000Z,18.91,EUR,sports,44.46,true,100.7,236.76,-136.06,2026-07-31T12:59:56.604Z
B0000825,P00071,2023-10-29T18:14:00.000Z,19.85,EUR,casino,0.00,true,105.37,0.0,105.37,2026-07-31T12:59:56.604Z
B0000826,P00071,2023-10-21T22:03:00.000Z,75.80,EUR,casino,0.00,true,403.65,0.0,403.65,2026-07-31T12:59:56.604Z
B0000827,P00071,2024-02-21T07:07:00.000Z,173.26,EUR,casino,0.00,true,913.77,0.0,913.77,2026-07-31T12:59:56.604Z
B0000828,P00071,2023-12-30T05:46:00.000Z,6.31,EUR,sports,18.45,true,33.5,97.96,-64.46,2026-07-31T12:59:56.604Z
B0000829,P00071,2024-01-26T21:41:00.000Z,57.69,EUR,sports,0.00,true,302.94,0.0,302.94,2026-07-31T12:59:56.604Z
B0000830,P00071,2024-01-26T23:52:00.000Z,132.72,EUR,sports,0.00,true,696.93,0.0,696.93,2026-07-31T12:59:56.604Z
B0000831,P00071,2023-12-12T15:39:00.000Z,155.39,EUR,casino,237.38,true,824.33,1259.28,-434.95,2026-07-31T12:59:56.604Z
B0000832,P00071,2023-12-11T11:09:00.000Z,409.20,BRL,casino,0.00,true,409.2,0.0,409.2,2026-07-31T12:59:56.604Z
B0000833,P00071,2024-03-02T07:04:00.000Z,137.35,EUR,sports,284.33,true,725.1,1501.03,-775.93,2026-07-31T12:59:56.604Z
B0000834,P00071,2023-09-18T20:49:00.000Z,141.72,EUR,sports,440.81,true,755.98,2351.41,-1595.43,2026-07-31T12:59:56.604Z
B0000835,P00071,2024-01-28T01:53:00.000Z,59.61,EUR,sports,0.00,true,313.02,0.0,313.02,2026-07-31T12:59:56.604Z
B0000836,P00071,2023-11-22T17:54:00.000Z,26.92,EUR,casino,0.00,true,140.98,0.0,140.98,2026-07-31T12:59:56.604Z
B0000837,P00071,2024-02-22T02:48:00.000Z,149.71,EUR,sports,0.00,true,786.41,0.0,786.41,2026-07-31T12:59:56.604Z
B0000838,P00071,2023-09-15T00:03:00.000Z,76.56,EUR,sports,247.75,true,409.47,1325.07,-915.6,2026-07-31T12:59:56.604Z
B0000839,P00071,2023-12-23T18:21:00.000Z,14.06,EUR,sports,0.00,true,74.88,0.0,74.88,2026-07-31T12:59:56.604Z
B0000840,P00071,2023-09-27T01:40:00.000Z,66.28,EUR,sports,178.36,true,353.7,951.8,-598.1,2026-07-31T12:59:56.604Z
B0000841,P00071,2023-12-06T10:55:00.000Z,154.96,USD,casino,0.00,true,774.53,0.0,774.53,2026-07-31T12:59:56.604Z
B0000842,P00071,2024-02-26T03:17:00.000Z,25.99,EUR,casino,0.00,true,136.68,0.0,136.68,2026-07-31T12:59:56.604Z
B0000843,P00071,2023-09-19T07:03:00.000Z,77.67,EUR,casino,0.00,true,414.6,0.0,414.6,2026-07-31T12:59:56.604Z
B0000844,P00071,2023-10-20T01:01:00.000Z,133.76,EUR,sports,200.52,true,712.3,1067.81,-355.51,2026-07-31T12:59:56.604Z
B0000845,P00071,2024-01-18T21:10:00.000Z,144.73,EUR,sports,0.00,true,759.69,0.0,759.69,2026-07-31T12:59:56.604Z
B0000846,P00071,2023-11-21T02:29:00.000Z,118.39,EUR,sports,406.28,true,620.21,2128.38,-1508.17,2026-07-31T12:59:56.604Z
B0000847,P00072,2024-01-15T02:22:00.000Z,317.63,BRL,casino,0.00,true,317.63,0.0,317.63,2026-07-31T12:59:56.604Z
B0000848,P00072,2024-01-12T02:57:00.000Z,927.53,BRL,sports,0.00,true,927.53,0.0,927.53,2026-07-31T12:59:56.604Z
B0000849,P00072,2024-01-12T03:32:00.000Z,5.46,BRL,casino,15.97,true,5.46,15.97,-10.51,2026-07-31T12:59:56.604Z
B0000850,P00072,2024-01-15T06:12:00.000Z,548.38,BRL,sports,0.00,true,548.38,0.0,548.38,2026-07-31T12:59:56.604Z
B0000851,P00072,2024-02-25T16:10:00.000Z,95.86,EUR,casino,245.68,true,502.44,1287.71,-785.27,2026-07-31T12:59:56.604Z
B0000852,P00072,2024-01-05T08:18:00.000Z,59.51,USD,sports,183.30,true,295.54,910.32,-614.78,2026-07-31T12:59:56.604Z
B0000853,P00072,2024-01-29T07:34:00.000Z,683.64,BRL,sports,0.00,true,683.64,0.0,683.64,2026-07-31T12:59:56.604Z
B0000854,P00072,2024-01-17T10:58:00.000Z,742.21,BRL,sports,0.00,true,742.21,0.0,742.21,2026-07-31T12:59:56.604Z
B0000855,P00072,2024-01-08T21:37:00.000Z,640.87,BRL,sports,0.00,true,640.87,0.0,640.87,2026-07-31T12:59:56.604Z
B0000856,P00072,2024-01-12T08:36:00.000Z,264.79,BRL,casino,0.00,true,264.79,0.0,264.79,2026-07-31T12:59:56.604Z
B0000857,P00072,2024-03-01T20:14:00.000Z,688.35,BRL,sports,2025.90,true,688.35,2025.9,-1337.55,2026-07-31T12:59:56.604Z
B0000858,P00072,2024-01-13T05:01:00.000Z,181.33,BRL,casino,0.00,true,181.33,0.0,181.33,2026-07-31T12:59:56.604Z
B0000859,P00073,2024-01-02T12:46:00.000Z,27.80,BRL,casino,0.00,true,27.8,0.0,27.8,2026-07-31T12:59:56.604Z
