deposit_id,player_id,deposit_ts,amount,currency,status,_source_file,_ingested_at
D0000844,P00195,2024-03-14T00:25:00Z,238.96,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000363,P00095,2023-12-12T03:05:00Z,898.99,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000295,P00075,2024-03-20T10:26:00Z,72.52,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000718,P00163,2024-01-13T18:35:00Z,181.15,EUR,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000450,P00115,2023-10-16T00:19:00Z,568.34,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000364,P00097,2023-12-18T12:49:00Z,213.19,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001045,P00228,2024-03-01T02:27:00Z,960.79,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000338,P00089,2024-03-15T02:11:00Z,200.32,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000317,P00081,2023-10-07T09:35:00Z,373.62,USD,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000535,P00135,2024-01-31T13:26:00Z,1488.06,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000554,P00138,2024-01-23T17:42:00Z,121.76,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001009,P00221,2023-08-16T09:44:00Z,611.43,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000386,P00101,2024-01-26T09:07:00Z,1727.78,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000960,P00217,2024-01-31T00:22:00Z,1647.41,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001107,P00246,2024-01-20T12:43:00Z,67.81,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000793,P00188,2023-10-21T07:40:00Z,278.95,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000173,P00043,2024-01-28T14:38:00Z,1423.78,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001081,P00241,2023-12-25T04:12:00Z,1815.15,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001063,P00231,2024-02-19T01:36:00Z,1852.43,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000128,P00031,2023-11-24T15:23:00Z,1799.71,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000992,P00218,2023-09-27T17:46:00Z,1055.86,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000871,P00202,2024-03-03T02:17:00Z,973.64,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000698,P00157,2024-02-22T14:25:00Z,1047.53,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000871,P00202,2024-03-03T02:17:00Z,973.64,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000376,P00099,2024-01-02T06:34:00Z,282.05,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000203,P00051,2024-03-17T10:28:00Z,275.66,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000644,P00146,2024-02-11T18:22:00Z,333.10,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000795,P00188,2024-02-17T18:20:00Z,297.97,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000087,P00026,2024-03-05T23:58:00Z,1984.08,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000611,P00143,2024-01-31T01:54:00Z,1294.26,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000583,P00139,2023-09-07T23:05:00Z,999.07,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000308,P00078,2024-02-06T16:04:00Z,280.70,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000933,P00216,2023-11-11T18:40:00Z,1432.94,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000377,P00099,2023-10-09T07:47:00Z,99.54,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000904,P00210,2023-10-27T14:55:00Z,1785.58,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000820,P00193,2024-01-24T10:17:00Z,80.46,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000280,P00072,2024-03-03T17:35:00Z,1291.91,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001007,P00221,2023-08-31T19:38:00Z,1982.62,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000639,P00145,2023-10-01T21:02:00Z,1129.15,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001094,P00244,2023-10-21T14:37:00Z,1871.15,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000828,P00193,2024-03-02T11:38:00Z,1606.39,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000597,P00142,2024-01-24T02:37:00Z,77.70,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000211,P00053,2024-02-26T10:42:00Z,824.45,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000440,P00115,2023-11-01T19:34:00Z,1085.72,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000337,P00089,2024-03-15T10:08:00Z,990.11,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000534,P00135,2024-01-30T01:29:00Z,616.45,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001091,P00242,2023-10-14T12:12:00Z,267.20,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000112,P00029,2023-12-09T06:47:00Z,1653.89,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000303,P00077,2023-11-13T15:53:00Z,224.03,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001010,P00222,2023-11-25T03:57:00Z,1629.47,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000773,P00184,2023-12-01T00:50:00Z,88.78,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000177,P00043,2024-01-04T01:13:00Z,222.53,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000459,P00117,2024-02-10T04:14:00Z,397.43,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000757,P00181,2023-10-13T23:24:00Z,1407.12,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000916,P00213,2023-10-12T00:40:00Z,225.72,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001033,P00224,2024-03-19T05:40:00Z,340.60,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000600,P00142,2023-12-24T07:42:00Z,1517.88,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000051,P00012,2024-01-22T17:37:00Z,919.27,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000324,P00082,2024-02-28T01:17:00Z,262.22,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001133,P00250,2023-09-18T20:14:00Z,123.40,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000635,P00144,2023-12-28T13:04:00Z,272.65,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000866,P00199,2024-02-02T01:03:00Z,1753.71,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000794,P00188,2023-11-21T10:49:00Z,37.96,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000323,P00082,2024-02-26T08:49:00Z,696.55,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000390,P00102,2024-01-28T08:36:00Z,134.13,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000451,P00115,2023-10-17T16:34:00Z,1923.14,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001122,P00249,2023-11-25T11:27:00Z,1036.99,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000213,P00053,2024-01-30T05:17:00Z,705.75,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000692,P00157,2024-02-19T14:51:00Z,1520.62,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000344,P00092,2024-03-16T19:38:00Z,1741.24,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000229,P00057,2024-01-08T21:48:00Z,1474.79,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000479,P00120,2024-01-27T02:53:00Z,523.94,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000473,P00118,2023-10-12T17:30:00Z,897.26,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000652,P00148,2024-03-15T05:06:00Z,685.09,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000108,P00029,2023-12-09T05:37:00Z,1949.91,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001092,P00242,2023-09-07T07:47:00Z,53.32,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000968,P00217,2024-02-20T02:16:00Z,438.29,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000851,P00196,2024-01-04T12:12:00Z,969.40,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000868,P00201,2023-10-03T06:46:00Z,50.14,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001061,P00231,2024-03-21T08:44:00Z,1758.21,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000339,P00089,2024-03-15T03:51:00Z,1448.74,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000497,P00125,2023-12-28T17:56:00Z,1765.29,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000737,P00170,2024-03-08T07:37:00Z,215.76,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000036,P00008,2024-01-17T09:04:00Z,897.62,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000401,P00105,2023-12-03T21:05:00Z,1244.00,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000326,P00085,2023-11-17T07:37:00Z,110.83,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000091,P00026,2024-03-07T03:43:00Z,979.77,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000130,P00032,2024-02-11T01:18:00Z,34.29,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000487,P00120,2024-01-27T21:01:00Z,1026.27,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000517,P00135,2024-01-12T20:11:00Z,1336.08,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000531,P00135,2024-02-04T08:54:00Z,1586.96,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000840,P00194,2023-10-18T00:47:00Z,209.09,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000957,P00216,2023-10-30T05:27:00Z,1604.20,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000783,P00187,2023-11-06T23:38:00Z,289.26,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000715,P00161,2023-12-24T15:19:00Z,1751.26,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000384,P00100,2024-01-03T21:17:00Z,1007.07,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000483,P00120,2024-01-27T15:17:00Z,167.21,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000032,P00007,2024-02-13T11:26:00Z,415.41,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000910,P00212,2024-02-01T11:24:00Z,401.99,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000461,P00118,2023-11-11T01:29:00Z,1162.80,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000870,P00201,2023-09-24T08:26:00Z,318.66,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000110,P00029,2023-12-02T00:42:00Z,276.17,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000075,P00023,2024-02-27T02:13:00Z,373.66,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000594,P00142,2024-01-31T09:10:00Z,1149.23,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000707,P00158,2024-03-12T14:40:00Z,350.35,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000415,P00111,2023-12-15T18:35:00Z,321.21,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000621,P00143,2024-02-08T22:31:00Z,1170.55,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000581,P00139,2023-12-01T19:09:00Z,140.76,EUR,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000813,P00193,2023-12-27T06:27:00Z,1948.07,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000845,P00195,2023-11-10T20:47:00Z,172.22,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000350,P00094,2023-11-14T10:23:00Z,1561.00,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000575,P00139,2023-11-24T12:58:00Z,1378.96,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000849,P00196,2024-01-02T01:49:00Z,1723.47,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000163,P00040,2024-03-23T23:02:00Z,813.62,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000579,P00139,2023-08-30T15:25:00Z,1738.08,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000169,P00043,2023-12-29T18:36:00Z,781.93,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000336,P00089,2024-03-15T10:22:00Z,783.84,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000734,P00169,2023-12-23T23:28:00Z,1220.76,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000222,P00055,2023-11-05T22:04:00Z,347.89,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000997,P00219,2024-03-04T00:08:00Z,1194.56,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000298,P00075,2024-01-14T13:39:00Z,183.81,USD,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000626,P00143,2024-02-05T07:12:00Z,394.41,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000942,P00216,2023-12-12T20:14:00Z,754.87,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000587,P00140,2023-10-02T12:02:00Z,575.04,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000897,P00208,2023-12-22T04:31:00Z,774.36,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000985,P00218,2023-10-16T11:05:00Z,624.31,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000502,P00127,2023-11-07T02:14:00Z,805.55,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000239,P00061,2023-12-19T01:53:00Z,101.79,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000179,P00044,2023-10-07T11:11:00Z,1339.03,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001055,P00231,2024-02-05T17:22:00Z,1916.34,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000237,P00060,2024-01-08T08:07:00Z,144.06,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000428,P00113,2024-01-19T22:59:00Z,80.87,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000989,P00218,2023-11-09T19:50:00Z,66.64,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000038,P00008,2024-01-08T19:24:00Z,12.64,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000205,P00051,2024-03-25T00:03:00Z,334.04,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000341,P00089,2024-03-15T01:32:00Z,299.38,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000082,P00023,2024-02-28T22:20:00Z,1875.86,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000774,P00184,2023-10-15T23:31:00Z,78.63,USD,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000519,P00135,2024-01-02T17:00:00Z,1922.85,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001077,P00239,2023-12-22T10:42:00Z,1388.06,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000080,P00023,2024-02-29T04:26:00Z,1004.44,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000919,P00214,2024-03-15T11:10:00Z,276.18,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001020,P00222,2023-11-16T17:43:00Z,812.16,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001027,P00222,2023-11-18T12:12:00Z,46.61,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000030,P00006,2024-02-15T02:45:00Z,1440.56,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001151,P00138,2024-02-13T15:34:00Z,282.17,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000696,P00157,2024-02-10T01:54:00Z,1545.84,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000135,P00033,2024-03-22T19:20:00Z,1408.91,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000231,P00059,2023-11-24T19:19:00Z,210.15,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000260,P00068,2023-11-11T19:05:00Z,224.69,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000787,P00188,2023-11-08T04:55:00Z,328.35,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000955,P00216,2023-10-31T18:12:00Z,1210.59,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000192,P00048,2023-09-27T20:16:00Z,1741.58,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000361,P00095,2023-11-02T11:44:00Z,146.19,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000629,P00144,2023-10-22T23:51:00Z,1304.64,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000805,P00190,2024-03-07T12:41:00Z,929.40,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000188,P00048,2023-10-09T21:04:00Z,552.88,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000785,P00187,2023-10-22T15:57:00Z,140.79,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000480,P00120,2024-01-27T09:21:00Z,283.46,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000754,P00178,2024-03-14T00:15:00Z,1984.29,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000210,P00053,2024-03-21T09:43:00Z,729.98,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000206,P00052,2024-03-17T03:13:00Z,82.87,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000569,P00139,2023-11-20T11:15:00Z,898.94,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000354,P00094,2023-12-02T00:47:00Z,1110.28,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001062,P00231,2024-02-12T12:46:00Z,1089.74,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000703,P00158,2024-03-15T17:05:00Z,178.93,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000776,P00184,2023-10-26T19:53:00Z,355.43,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000064,P00020,2024-03-12T09:34:00Z,1170.87,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000892,P00206,2023-11-19T03:31:00Z,1061.94,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000784,P00187,2023-10-09T15:50:00Z,235.16,EUR,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001108,P00246,2024-01-17T02:03:00Z,1966.27,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000132,P00032,2024-02-19T01:49:00Z,101.11,USD,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000243,P00063,2023-12-10T02:05:00Z,1678.70,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001116,P00247,2024-02-10T01:20:00Z,1420.34,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
