deposit_id,player_id,deposit_ts,amount,currency,status,is_currency_valid,is_confirmed,amount_brl,_ingested_at
D0000618,P00143,2024-01-27T01:28:00.000Z,890.94,BRL,confirmed,true,true,890.94,2026-07-31T13:00:01.297Z
D0000174,P00043,2024-01-05T02:44:00.000Z,247.45,BRL,confirmed,true,true,247.45,2026-07-31T13:00:01.297Z
D0000536,P00135,2024-01-17T00:12:00.000Z,228.56,USD,confirmed,true,true,1114.73,2026-07-31T13:00:01.297Z
D0000659,P00151,2024-02-14T19:17:00.000Z,1991.55,BRL,confirmed,true,true,1991.55,2026-07-31T13:00:01.297Z
D0001069,P00232,2024-03-27T08:58:00.000Z,393.35,USD,failed,true,false,1949.13,2026-07-31T13:00:01.297Z
D0000296,P00075,2024-03-22T02:21:00.000Z,41.26,EUR,confirmed,true,true,219.69,2026-07-31T13:00:01.297Z
D0001144,P00118,2024-02-12T23:51:00.000Z,963.90,BRL,confirmed,true,true,963.9,2026-07-31T13:00:01.297Z
D0000558,P00138,2024-01-31T01:03:00.000Z,967.93,BRL,confirmed,true,true,967.93,2026-07-31T13:00:01.297Z
D0000602,P00142,2024-01-21T07:19:00.000Z,276.19,BRL,confirmed,true,true,276.19,2026-07-31T13:00:01.297Z
D0000061,P00019,2024-01-08T13:52:00.000Z,128.29,EUR,failed,true,false,677.68,2026-07-31T13:00:01.297Z
D0000948,P00216,2023-11-18T13:28:00.000Z,511.65,BRL,confirmed,true,true,511.65,2026-07-31T13:00:01.297Z
D0000527,P00135,2023-12-24T19:48:00.000Z,135.90,USD,failed,true,false,682.79,2026-07-31T13:00:01.297Z
D0000435,P00114,2024-01-13T01:14:00.000Z,1417.59,BRL,confirmed,true,true,1417.59,2026-07-31T13:00:01.297Z
D0000069,P00021,2023-09-30T09:47:00.000Z,1098.34,BRL,confirmed,true,true,1098.34,2026-07-31T13:00:01.297Z
D0000160,P00038,2024-03-06T09:20:00.000Z,901.89,BRL,confirmed,true,true,901.89,2026-07-31T13:00:01.297Z
D0000548,P00136,2023-09-05T00:30:00.000Z,1831.04,BRL,confirmed,true,true,1831.04,2026-07-31T13:00:01.297Z
D0000835,P00193,2023-12-22T14:45:00.000Z,389.58,USD,confirmed,true,true,1957.35,2026-07-31T13:00:01.297Z
D0000595,P00142,2023-11-28T00:31:00.000Z,618.92,BRL,confirmed,true,true,618.92,2026-07-31T13:00:01.297Z
D0000440,P00115,2023-11-01T19:34:00.000Z,1085.72,BRL,confirmed,true,true,1085.72,2026-07-31T13:00:01.297Z
D0000178,P00043,2023-12-02T01:50:00.000Z,1955.26,BRL,confirmed,true,true,1955.26,2026-07-31T13:00:01.297Z
D0000733,P00169,2023-12-20T05:07:00.000Z,1136.41,BRL,confirmed,true,true,1136.41,2026-07-31T13:00:01.297Z
D0000003,P00001,2024-01-15T03:32:00.000Z,1090.62,BRL,confirmed,true,true,1090.62,2026-07-31T13:00:01.297Z
D0000974,P00217,2024-02-17T00:39:00.000Z,1955.11,BRL,confirmed,true,true,1955.11,2026-07-31T13:00:01.297Z
D0000491,P00124,2024-03-12T01:24:00.000Z,315.04,EUR,confirmed,true,true,1668.83,2026-07-31T13:00:01.297Z
D0001139,P00219,2024-01-01T23:34:00.000Z,1125.76,BRL,confirmed,true,true,1125.76,2026-07-31T13:00:01.297Z
D0000181,P00044,2023-09-10T17:42:00.000Z,573.70,BRL,confirmed,true,true,573.7,2026-07-31T13:00:01.297Z
D0000671,P00153,2024-03-10T13:23:00.000Z,53.28,USD,confirmed,true,true,256.17,2026-07-31T13:00:01.297Z
D0000874,P00202,2024-03-10T22:28:00.000Z,1056.50,BRL,confirmed,true,true,1056.5,2026-07-31T13:00:01.297Z
D0000098,P00028,2023-12-07T04:05:00.000Z,663.28,BRL,confirmed,true,true,663.28,2026-07-31T13:00:01.297Z
D0000633,P00144,2024-01-05T01:11:00.000Z,25.57,EUR,confirmed,true,true,134.93,2026-07-31T13:00:01.297Z
D0000737,P00170,2024-03-08T07:37:00.000Z,215.76,BRL,confirmed,true,true,215.76,2026-07-31T13:00:01.297Z
D0000321,P00082,2024-03-04T02:20:00.000Z,1625.01,BRL,pending,true,false,1625.01,2026-07-31T13:00:01.297Z
D0000129,P00031,2023-12-17T01:52:00.000Z,43.11,USD,confirmed,true,true,219.22,2026-07-31T13:00:01.297Z
D0000880,P00202,2024-03-12T14:56:00.000Z,336.38,BRL,confirmed,true,true,336.38,2026-07-31T13:00:01.297Z
D0001084,P00241,2023-12-22T14:15:00.000Z,920.26,BRL,confirmed,true,true,920.26,2026-07-31T13:00:01.297Z
D0000692,P00157,2024-02-19T14:51:00.000Z,1520.62,BRL,pending,true,false,1520.62,2026-07-31T13:00:01.297Z
D0001012,P00222,2023-11-14T13:18:00.000Z,1747.55,BRL,confirmed,true,true,1747.55,2026-07-31T13:00:01.297Z
D0000034,P00007,2024-02-28T21:57:00.000Z,161.24,USD,confirmed,true,true,794.21,2026-07-31T13:00:01.297Z
D0000854,P00196,2023-11-26T13:43:00.000Z,199.58,USD,confirmed,true,true,989.56,2026-07-31T13:00:01.297Z
D0000604,P00143,2024-02-14T11:02:00.000Z,158.98,USD,confirmed,true,true,777.99,2026-07-31T13:00:01.297Z
D0000497,P00125,2023-12-28T17:56:00.000Z,1765.29,BRL,confirmed,true,true,1765.29,2026-07-31T13:00:01.297Z
D0000493,P00125,2024-01-05T11:13:00.000Z,1823.98,BRL,confirmed,true,true,1823.98,2026-07-31T13:00:01.297Z
D0000882,P00203,2023-12-11T20:33:00.000Z,162.10,USD,confirmed,true,true,812.84,2026-07-31T13:00:01.297Z
D0001065,P00231,2024-02-18T10:06:00.000Z,62.52,BRL,confirmed,true,true,62.52,2026-07-31T13:00:01.297Z
D0001132,P00250,2023-09-19T07:21:00.000Z,1086.37,BRL,confirmed,true,true,1086.37,2026-07-31T13:00:01.297Z
D0000228,P00057,2024-01-10T23:24:00.000Z,257.06,USD,confirmed,true,true,1269.52,2026-07-31T13:00:01.297Z
D0000517,P00135,2024-01-12T20:11:00.000Z,1336.08,BRL,confirmed,true,true,1336.08,2026-07-31T13:00:01.297Z
D0000257,P00068,2023-11-21T19:57:00.000Z,260.15,USD,confirmed,true,true,1290.58,2026-07-31T13:00:01.297Z
D0000790,P00188,2023-12-18T21:06:00.000Z,123.13,EUR,confirmed,true,true,654.03,2026-07-31T13:00:01.297Z
D0000358,P00095,2023-11-08T06:35:00.000Z,1578.39,BRL,confirmed,true,true,1578.39,2026-07-31T13:00:01.297Z
D0000183,P00046,2023-09-19T20:30:00.000Z,866.33,BRL,confirmed,true,true,866.33,2026-07-31T13:00:01.297Z
D0000025,P00006,2024-03-25T18:44:00.000Z,798.50,BRL,confirmed,true,true,798.5,2026-07-31T13:00:01.297Z
D0001001,P00219,2024-02-05T13:01:00.000Z,396.39,BRL,failed,true,false,396.39,2026-07-31T13:00:01.297Z
D0000749,P00176,2024-02-08T17:36:00.000Z,659.30,BRL,confirmed,true,true,659.3,2026-07-31T13:00:01.297Z
D0001008,P00221,2023-08-29T09:36:00.000Z,1825.09,BRL,failed,true,false,1825.09,2026-07-31T13:00:01.297Z
D0000478,P00120,2024-01-27T15:09:00.000Z,1852.22,BRL,confirmed,true,true,1852.22,2026-07-31T13:00:01.297Z
D0000006,P00001,2024-01-11T08:09:00.000Z,1872.78,BRL,confirmed,true,true,1872.78,2026-07-31T13:00:01.297Z
D0000189,P00048,2023-09-24T04:29:00.000Z,824.84,BRL,confirmed,true,true,824.84,2026-07-31T13:00:01.297Z
D0001067,P00232,2024-03-02T10:07:00.000Z,62.39,USD,confirmed,true,true,306.53,2026-07-31T13:00:01.297Z
D0000689,P00156,2023-12-31T04:58:00.000Z,1102.74,BRL,confirmed,true,true,1102.74,2026-07-31T13:00:01.297Z
D0000227,P00057,2024-01-16T02:50:00.000Z,1558.41,BRL,confirmed,true,true,1558.41,2026-07-31T13:00:01.297Z
D0001056,P00231,2024-02-25T00:24:00.000Z,1288.21,BRL,confirmed,true,true,1288.21,2026-07-31T13:00:01.297Z
D0000498,P00126,2024-02-24T14:47:00.000Z,300.79,USD,failed,true,false,1469.58,2026-07-31T13:00:01.297Z
D0000351,P00094,2023-11-16T09:49:00.000Z,886.46,BRL,pending,true,false,886.46,2026-07-31T13:00:01.297Z
D0001082,P00241,2023-12-26T16:02:00.000Z,307.92,EUR,confirmed,true,true,1642.17,2026-07-31T13:00:01.297Z
D0001107,P00246,2024-01-20T12:43:00.000Z,67.81,BRL,confirmed,true,true,67.81,2026-07-31T13:00:01.297Z
D0000955,P00216,2023-10-31T18:12:00.000Z,1210.59,BRL,confirmed,true,true,1210.59,2026-07-31T13:00:01.297Z
D0001119,P00249,2023-12-12T17:13:00.000Z,288.40,EUR,confirmed,true,true,1529.93,2026-07-31T13:00:01.297Z
D0001037,P00227,2024-02-13T00:59:00.000Z,345.76,BRL,confirmed,true,true,345.76,2026-07-31T13:00:01.297Z
D0000117,P00030,2024-01-25T06:58:00.000Z,14.18,EUR,confirmed,true,true,74.37,2026-07-31T13:00:01.297Z
D0000851,P00196,2024-01-04T12:12:00.000Z,969.40,BRL,failed,true,false,969.4,2026-07-31T13:00:01.297Z
D0000507,P00130,2024-01-17T01:29:00.000Z,1423.02,BRL,confirmed,true,true,1423.02,2026-07-31T13:00:01.297Z
D0000983,P00217,2024-02-26T08:23:00.000Z,705.93,BRL,confirmed,true,true,705.93,2026-07-31T13:00:01.297Z
D0001133,P00250,2023-09-18T20:14:00.000Z,123.40,EUR,confirmed,true,true,658.25,2026-07-31T13:00:01.297Z
D0000154,P00037,2023-11-24T20:31:00.000Z,417.06,BRL,pending,true,false,417.06,2026-07-31T13:00:01.297Z
D0000488,P00120,2024-01-27T07:10:00.000Z,1082.36,BRL,confirmed,true,true,1082.36,2026-07-31T13:00:01.297Z
D0000653,P00148,2024-03-11T03:30:00.000Z,1746.28,BRL,confirmed,true,true,1746.28,2026-07-31T13:00:01.297Z
D0000062,P00019,2024-01-26T01:08:00.000Z,111.13,EUR,confirmed,true,true,583.55,2026-07-31T13:00:01.297Z
D0001057,P00231,2024-02-20T18:40:00.000Z,522.59,BRL,confirmed,true,true,522.59,2026-07-31T13:00:01.297Z
D0000873,P00202,2024-03-12T07:26:00.000Z,494.95,BRL,failed,true,false,494.95,2026-07-31T13:00:01.297Z
D0000407,P00108,2024-02-21T20:19:00.000Z,62.79,EUR,confirmed,true,true,331.15,2026-07-31T13:00:01.297Z
D0001024,P00222,2023-11-25T03:05:00.000Z,1861.20,BRL,confirmed,true,true,1861.2,2026-07-31T13:00:01.297Z
D0000354,P00094,2023-12-02T00:47:00.000Z,1110.28,BRL,confirmed,true,true,1110.28,2026-07-31T13:00:01.297Z
D0000532,P00135,2024-01-11T22:39:00.000Z,1171.53,BRL,confirmed,true,true,1171.53,2026-07-31T13:00:01.297Z
D0001142,P00145,2024-02-12T00:46:00.000Z,1296.43,BRL,confirmed,true,true,1296.43,2026-07-31T13:00:01.297Z
D0000238,P00061,2023-11-25T00:26:00.000Z,450.72,BRL,confirmed,true,true,450.72,2026-07-31T13:00:01.297Z
D0000328,P00085,2023-10-23T17:46:00.000Z,763.35,BRL,confirmed,true,true,763.35,2026-07-31T13:00:01.297Z
D0000911,P00212,2024-02-05T02:49:00.000Z,1106.47,BRL,confirmed,true,true,1106.47,2026-07-31T13:00:01.297Z
D0000177,P00043,2024-01-04T01:13:00.000Z,222.53,EUR,confirmed,true,true,1169.02,2026-07-31T13:00:01.297Z
D0000460,P00118,2023-11-30T19:58:00.000Z,1554.47,BRL,pending,true,false,1554.47,2026-07-31T13:00:01.297Z
D0000045,P00011,2024-02-14T16:50:00.000Z,104.39,USD,confirmed,true,true,510.85,2026-07-31T13:00:01.297Z
D0000724,P00166,2024-03-24T12:30:00.000Z,113.95,BRL,confirmed,true,true,113.95,2026-07-31T13:00:01.297Z
D0000639,P00145,2023-10-01T21:02:00.000Z,1129.15,BRL,confirmed,true,true,1129.15,2026-07-31T13:00:01.297Z
D0000344,P00092,2024-03-16T19:38:00.000Z,1741.24,BRL,confirmed,true,true,1741.24,2026-07-31T13:00:01.297Z
D0001108,P00246,2024-01-17T02:03:00.000Z,1966.27,BRL,confirmed,true,true,1966.27,2026-07-31T13:00:01.297Z
D0000427,P00113,2024-01-17T16:06:00.000Z,348.14,EUR,confirmed,true,true,1816.98,2026-07-31T13:00:01.297Z
D0000726,P00166,2024-03-04T02:22:00.000Z,450.53,BRL,failed,true,false,450.53,2026-07-31T13:00:01.297Z
D0000760,P00182,2024-01-17T01:54:00.000Z,1289.12,BRL,pending,true,false,1289.12,2026-07-31T13:00:01.297Z
D0000042,P00008,2023-11-14T06:59:00.000Z,596.59,BRL,confirmed,true,true,596.59,2026-07-31T13:00:01.297Z
D0001055,P00231,2024-02-05T17:22:00.000Z,1916.34,BRL,confirmed,true,true,1916.34,2026-07-31T13:00:01.297Z
D0001027,P00222,2023-11-18T12:12:00.000Z,46.61,EUR,confirmed,true,true,243.76,2026-07-31T13:00:01.297Z
D0000636,P00144,2023-11-08T15:20:00.000Z,1632.47,BRL,pending,true,false,1632.47,2026-07-31T13:00:01.297Z
D0000902,P00210,2024-02-10T16:05:00.000Z,1351.08,BRL,confirmed,true,true,1351.08,2026-07-31T13:00:01.297Z
D0000756,P00181,2023-09-11T08:32:00.000Z,24.58,USD,confirmed,true,true,124.04,2026-07-31T13:00:01.297Z
D0000769,P00184,2023-09-29T07:55:00.000Z,308.56,USD,failed,true,false,1577.36,2026-07-31T13:00:01.297Z
D0000647,P00147,2024-03-21T02:54:00.000Z,153.48,BRL,confirmed,true,true,153.48,2026-07-31T13:00:01.297Z
D0000985,P00218,2023-10-16T11:05:00.000Z,624.31,BRL,confirmed,true,true,624.31,2026-07-31T13:00:01.297Z
D0001146,P00220,2024-02-13T14:05:00.000Z,1897.54,BRL,confirmed,true,true,1897.54,2026-07-31T13:00:01.297Z
D0000678,P00153,2024-03-09T21:18:00.000Z,188.57,USD,confirmed,true,true,906.66,2026-07-31T13:00:01.297Z
D0000438,P00115,2023-10-29T12:34:00.000Z,1108.33,BRL,confirmed,true,true,1108.33,2026-07-31T13:00:01.297Z
D0001052,P00230,2023-11-25T07:26:00.000Z,258.33,EUR,confirmed,true,true,1351.43,2026-07-31T13:00:01.297Z
D0000138,P00034,2023-11-29T18:14:00.000Z,286.83,BRL,confirmed,true,true,286.83,2026-07-31T13:00:01.297Z
D0000356,P00095,2023-12-04T03:54:00.000Z,351.82,BRL,confirmed,true,true,351.82,2026-07-31T13:00:01.297Z
D0000981,P00217,2024-02-16T19:16:00.000Z,785.31,BRL,confirmed,true,true,785.31,2026-07-31T13:00:01.297Z
D0000615,P00143,2024-02-07T00:24:00.000Z,1572.43,BRL,confirmed,true,true,1572.43,2026-07-31T13:00:01.297Z
D0001106,P00246,2024-02-05T02:47:00.000Z,617.61,BRL,confirmed,true,true,617.61,2026-07-31T13:00:01.297Z
D0000628,P00144,2023-11-07T03:24:00.000Z,99.46,BRL,pending,true,false,99.46,2026-07-31T13:00:01.297Z
D0000853,P00196,2024-01-01T12:35:00.000Z,1704.80,BRL,confirmed,true,true,1704.8,2026-07-31T13:00:01.297Z
D0000396,P00104,2024-03-02T11:51:00.000Z,111.31,USD,confirmed,true,true,546.88,2026-07-31T13:00:01.297Z
D0000818,P00193,2023-12-25T06:45:00.000Z,1858.05,BRL,confirmed,true,true,1858.05,2026-07-31T13:00:01.297Z
D0000622,P00143,2024-02-17T18:34:00.000Z,1695.90,BRL,confirmed,true,true,1695.9,2026-07-31T13:00:01.297Z
D0000807,P00191,2024-02-02T00:35:00.000Z,875.42,BRL,confirmed,true,true,875.42,2026-07-31T13:00:01.297Z
D0000621,P00143,2024-02-08T22:31:00.000Z,1170.55,BRL,confirmed,true,true,1170.55,2026-07-31T13:00:01.297Z
D0000397,P00104,2024-02-25T15:38:00.000Z,170.59,USD,confirmed,true,true,833.45,2026-07-31T13:00:01.297Z
D0000538,P00135,2023-12-22T13:01:00.000Z,143.13,USD,confirmed,true,true,719.12,2026-07-31T13:00:01.297Z
D0000560,P00139,2023-11-01T15:34:00.000Z,1644.01,BRL,confirmed,true,true,1644.01,2026-07-31T13:00:01.297Z
D0000906,P00210,2023-11-16T11:48:00.000Z,216.05,BRL,pending,true,false,216.05,2026-07-31T13:00:01.297Z
D0000796,P00188,2023-12-28T15:52:00.000Z,259.96,EUR,confirmed,true,true,1380.15,2026-07-31T13:00:01.297Z
D0000423,P00112,2023-10-10T18:23:00.000Z,716.73,BRL,confirmed,true,true,716.73,2026-07-31T13:00:01.297Z
D0001003,P00220,2024-02-09T21:25:00.000Z,13.76,EUR,confirmed,true,true,72.53,2026-07-31T13:00:01.297Z
D0000554,P00138,2024-01-23T17:42:00.000Z,121.76,USD,confirmed,true,true,589.72,2026-07-31T13:00:01.297Z
D0001064,P00231,2024-03-13T02:47:00.000Z,1637.74,BRL,confirmed,true,true,1637.74,2026-07-31T13:00:01.297Z
D0000990,P00218,2023-10-22T00:41:00.000Z,1652.63,BRL,confirmed,true,true,1652.63,2026-07-31T13:00:01.297Z
D0000571,P00139,2023-08-31T19:11:00.000Z,952.67,BRL,confirmed,true,true,952.67,2026-07-31T13:00:01.297Z
D0000214,P00054,2023-10-28T00:54:00.000Z,1058.72,BRL,confirmed,true,true,1058.72,2026-07-31T13:00:01.297Z
D0000071,P00022,2023-12-19T11:27:00.000Z,131.14,BRL,confirmed,true,true,131.14,2026-07-31T13:00:01.297Z
D0000316,P00081,2023-10-18T15:36:00.000Z,108.57,USD,confirmed,true,true,555.23,2026-07-31T13:00:01.297Z
D0001033,P00224,2024-03-19T05:40:00.000Z,340.60,EUR,confirmed,true,true,1817.27,2026-07-31T13:00:01.297Z
D0000237,P00060,2024-01-08T08:07:00.000Z,144.06,BRL,confirmed,true,true,144.06,2026-07-31T13:00:01.297Z
D0000341,P00089,2024-03-15T01:32:00.000Z,299.38,BRL,confirmed,true,true,299.38,2026-07-31T13:00:01.297Z
D0000885,P00205,2024-02-07T10:07:00.000Z,1691.09,BRL,confirmed,true,true,1691.09,2026-07-31T13:00:01.297Z
D0001118,P00249,2023-12-11T00:53:00.000Z,276.38,EUR,confirmed,true,true,1458.37,2026-07-31T13:00:01.297Z
D0000706,P00158,2024-03-14T11:29:00.000Z,335.49,USD,confirmed,true,true,1634.96,2026-07-31T13:00:01.297Z
D0001061,P00231,2024-03-21T08:44:00.000Z,1758.21,BRL,confirmed,true,true,1758.21,2026-07-31T13:00:01.297Z
D0000816,P00193,2024-02-20T00:09:00.000Z,1331.97,BRL,confirmed,true,true,1331.97,2026-07-31T13:00:01.297Z
D0000630,P00144,2023-12-10T05:46:00.000Z,82.02,BRL,confirmed,true,true,82.02,2026-07-31T13:00:01.297Z
D0000309,P00078,2024-02-29T22:06:00.000Z,1416.72,BRL,confirmed,true,true,1416.72,2026-07-31T13:00:01.297Z
D0000593,P00142,2024-02-07T04:02:00.000Z,1923.13,BRL,confirmed,true,true,1923.13,2026-07-31T13:00:01.297Z
D0000552,P00137,2023-10-13T01:29:00.000Z,1389.75,BRL,confirmed,true,true,1389.75,2026-07-31T13:00:01.297Z
D0001000,P00219,2024-02-29T04:10:00.000Z,337.06,EUR,confirmed,true,true,1781.33,2026-07-31T13:00:01.297Z
D0000920,P00214,2024-03-08T09:00:00.000Z,154.08,EUR,failed,true,false,810.54,2026-07-31T13:00:01.297Z
D0000081,P00023,2024-02-26T01:32:00.000Z,1285.57,BRL,failed,true,false,1285.57,2026-07-31T13:00:01.297Z
D0000153,P00037,2023-11-27T22:36:00.000Z,105.00,BRL,confirmed,true,true,105.0,2026-07-31T13:00:01.297Z
D0000332,P00088,2023-11-26T03:42:00.000Z,100.38,USD,confirmed,true,true,497.7,2026-07-31T13:00:01.297Z
D0000133,P00033,2024-03-17T11:49:00.000Z,191.76,USD,confirmed,true,true,928.96,2026-07-31T13:00:01.297Z
D0000208,P00053,2024-02-23T00:16:00.000Z,1312.37,BRL,confirmed,true,true,1312.37,2026-07-31T13:00:01.297Z
D0000605,P00143,2024-01-24T08:58:00.000Z,1292.98,BRL,pending,true,false,1292.98,2026-07-31T13:00:01.297Z
D0000322,P00082,2024-02-27T04:23:00.000Z,1438.79,BRL,confirmed,true,true,1438.79,2026-07-31T13:00:01.297Z
D0001095,P00244,2023-10-03T01:18:00.000Z,1099.67,BRL,confirmed,true,true,1099.67,2026-07-31T13:00:01.297Z
D0000627,P00143,2024-02-06T06:05:00.000Z,1798.10,BRL,confirmed,true,true,1798.1,2026-07-31T13:00:01.297Z
D0001128,P00250,2023-09-19T08:44:00.000Z,38.31,EUR,confirmed,true,true,204.5,2026-07-31T13:00:01.297Z
D0000026,P00006,2024-03-14T08:53:00.000Z,341.27,EUR,confirmed,true,true,1821.29,2026-07-31T13:00:01.297Z
D0000289,P00073,2024-01-01T14:48:00.000Z,1827.40,BRL,confirmed,true,true,1827.4,2026-07-31T13:00:01.297Z
D0000759,P00182,2024-01-25T13:23:00.000Z,1541.56,BRL,confirmed,true,true,1541.56,2026-07-31T13:00:01.297Z
D0000170,P00043,2024-02-02T18:02:00.000Z,489.89,BRL,confirmed,true,true,489.89,2026-07-31T13:00:01.297Z
D0000229,P00057,2024-01-08T21:48:00.000Z,1474.79,BRL,pending,true,false,1474.79,2026-07-31T13:00:01.297Z
D0000784,P00187,2023-10-09T15:50:00.000Z,235.16,EUR,pending,true,false,1248.65,2026-07-31T13:00:01.297Z
D0000010,P00004,2024-03-16T17:26:00.000Z,1893.12,BRL,confirmed,true,true,1893.12,2026-07-31T13:00:01.297Z
D0000995,P00219,2024-02-07T14:22:00.000Z,1488.72,BRL,confirmed,true,true,1488.72,2026-07-31T13:00:01.297Z
D0000486,P00120,2024-01-27T09:38:00.000Z,1433.89,BRL,failed,true,false,1433.89,2026-07-31T13:00:01.297Z
D0000767,P00183,2024-03-27T22:34:00.000Z,1497.31,BRL,confirmed,true,true,1497.31,2026-07-31T13:00:01.297Z
D0000385,P00100,2023-12-28T18:30:00.000Z,1174.50,BRL,confirmed,true,true,1174.5,2026-07-31T13:00:01.297Z
D0000946,P00216,2023-10-19T13:21:00.000Z,325.14,USD,confirmed,true,true,1656.36,2026-07-31T13:00:01.297Z
D0000216,P00054,2023-10-18T12:36:00.000Z,838.97,BRL,confirmed,true,true,838.97,2026-07-31T13:00:01.297Z
D0000474,P00118,2023-11-11T12:47:00.000Z,820.87,BRL,confirmed,true,true,820.87,2026-07-31T13:00:01.297Z
D0000394,P00103,2024-03-21T12:25:00.000Z,112.01,EUR,confirmed,true,true,593.27,2026-07-31T13:00:01.297Z
D0000336,P00089,2024-03-15T10:22:00.000Z,783.84,BRL,failed,true,false,783.84,2026-07-31T13:00:01.297Z
D0000833,P00193,2024-02-14T04:38:00.000Z,918.61,BRL,confirmed,true,true,918.61,2026-07-31T13:00:01.297Z
D0000122,P00030,2024-02-28T02:36:00.000Z,198.05,EUR,confirmed,true,true,1043.33,2026-07-31T13:00:01.297Z
D0001092,P00242,2023-09-07T07:47:00.000Z,53.32,EUR,confirmed,true,true,284.53,2026-07-31T13:00:01.297Z
D0000205,P00051,2024-03-25T00:03:00.000Z,334.04,USD,confirmed,true,true,1633.03,2026-07-31T13:00:01.297Z
D0000021,P00005,2023-09-14T04:59:00.000Z,279.99,USD,confirmed,true,true,1414.7,2026-07-31T13:00:01.297Z
D0000441,P00115,2023-10-26T16:56:00.000Z,1563.04,BRL,confirmed,true,true,1563.04,2026-07-31T13:00:01.297Z
D0001059,P00231,2024-03-07T19:00:00.000Z,1224.19,BRL,pending,true,false,1224.19,2026-07-31T13:00:01.297Z
D0001023,P00222,2023-11-16T00:49:00.000Z,651.23,BRL,confirmed,true,true,651.23,2026-07-31T13:00:01.297Z
D0000167,P00042,2023-10-24T03:06:00.000Z,536.60,BRL,confirmed,true,true,536.6,2026-07-31T13:00:01.297Z
D0000744,P00173,2023-10-20T01:04:00.000Z,61.93,EUR,confirmed,true,true,329.79,2026-07-31T13:00:01.297Z
D0000886,P00205,2024-02-03T12:00:00.000Z,1885.62,BRL,confirmed,true,true,1885.62,2026-07-31T13:00:01.297Z
D0000373,P00099,2024-01-17T12:49:00.000Z,246.03,EUR,pending,true,false,1284.06,2026-07-31T13:00:01.297Z
D0000044,P00010,2024-03-19T19:50:00.000Z,292.64,EUR,confirmed,true,true,1561.38,2026-07-31T13:00:01.297Z
D0000384,P00100,2024-01-03T21:17:00.000Z,1007.07,BRL,pending,true,false,1007.07,2026-07-31T13:00:01.297Z
D0000272,P00071,2023-10-19T11:27:00.000Z,11.47,EUR,confirmed,true,true,61.41,2026-07-31T13:00:01.297Z
D0000798,P00188,2023-12-09T22:59:00.000Z,310.68,EUR,confirmed,true,true,1630.08,2026-07-31T13:00:01.297Z
D0000253,P00068,2023-11-14T08:04:00.000Z,200.37,USD,failed,true,false,992.89,2026-07-31T13:00:01.297Z
D0000765,P00182,2023-12-18T15:35:00.000Z,539.97,BRL,confirmed,true,true,539.97,2026-07-31T13:00:01.297Z
D0000945,P00216,2023-11-30T05:04:00.000Z,1838.14,BRL,confirmed,true,true,1838.14,2026-07-31T13:00:01.297Z
D0000751,P00177,2024-02-11T13:22:00.000Z,202.93,USD,pending,true,false,996.26,2026-07-31T13:00:01.297Z
D0000203,P00051,2024-03-17T10:28:00.000Z,275.66,USD,confirmed,true,true,1335.4,2026-07-31T13:00:01.297Z
D0000473,P00118,2023-10-12T17:30:00.000Z,897.26,BRL,confirmed,true,true,897.26,2026-07-31T13:00:01.297Z
D0000402,P00105,2023-11-10T16:38:00.000Z,661.29,BRL,confirmed,true,true,661.29,2026-07-31T13:00:01.297Z
D0000777,P00185,2024-01-08T14:37:00.000Z,180.08,EUR,confirmed,true,true,951.25,2026-07-31T13:00:01.297Z
D0000888,P00206,2023-11-18T12:08:00.000Z,1350.50,BRL,failed,true,false,1350.5,2026-07-31T13:00:01.297Z
D0000137,P00034,2023-09-16T11:06:00.000Z,343.29,USD,confirmed,true,true,1743.31,2026-07-31T13:00:01.297Z
D0000931,P00216,2023-11-21T23:07:00.000Z,1686.33,BRL,failed,true,false,1686.33,2026-07-31T13:00:01.297Z
D0000829,P00193,2024-01-28T20:05:00.000Z,79.42,USD,pending,true,false,384.8,2026-07-31T13:00:01.297Z
D0000503,P00129,2024-03-22T03:42:00.000Z,324.65,EUR,pending,true,false,1728.63,2026-07-31T13:00:01.297Z
D0001022,P00222,2023-11-19T10:42:00.000Z,143.12,BRL,confirmed,true,true,143.12,2026-07-31T13:00:01.297Z
D0001105,P00246,2024-01-11T02:08:00.000Z,1433.70,BRL,confirmed,true,true,1433.7,2026-07-31T13:00:01.297Z
D0000693,P00157,2024-03-25T01:30:00.000Z,1848.47,BRL,confirmed,true,true,1848.47,2026-07-31T13:00:01.297Z
D0000836,P00193,2023-12-30T01:29:00.000Z,1078.19,BRL,confirmed,true,true,1078.19,2026-07-31T13:00:01.297Z
D0000866,P00199,2024-02-02T01:03:00.000Z,1753.71,BRL,confirmed,true,true,1753.71,2026-07-31T13:00:01.297Z
D0000461,P00118,2023-11-11T01:29:00.000Z,1162.80,BRL,confirmed,true,true,1162.8,2026-07-31T13:00:01.297Z
D0000350,P00094,2023-11-14T10:23:00.000Z,1561.00,BRL,confirmed,true,true,1561.0,2026-07-31T13:00:01.297Z
D0000912,P00212,2024-02-02T00:20:00.000Z,1906.72,BRL,confirmed,true,true,1906.72,2026-07-31T13:00:01.297Z
D0000533,P00135,2024-01-27T18:56:00.000Z,1471.91,BRL,confirmed,true,true,1471.91,2026-07-31T13:00:01.297Z
D0000388,P00101,2024-01-31T11:15:00.000Z,248.98,USD,confirmed,true,true,1217.89,2026-07-31T13:00:01.297Z
