player_id,signup_date,acquisition_channel,country,preferred_currency,kyc_status,self_excluded,_source_file,_ingested_at
P00206,2023-11-07,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00207,2023-11-09,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00208,2023-08-11,seo,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00209,2023-10-21,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00210,2023-10-16,paid_social,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00211,2023-08-07,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00212,2024-02-01,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00213,2023-08-05,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00214,2024-03-05,influencer,PT,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00215,2023-09-14,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00216,2023-10-07,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00217,2024-01-28,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00218,2023-09-01,seo,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00219,2024-01-30,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00220,2024-01-26,influencer,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00221,2023-08-14,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00222,2023-11-13,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00223,2024-02-13,influencer,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00224,2024-03-13,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00225,2024-03-12,influencer,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00226,2023-12-13,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00227,2024-01-13,organic,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00228,2024-02-28,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00229,2023-08-02,organic,BR,BRL,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00230,2023-11-01,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00231,2024-01-24,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00232,2024-02-08,influencer,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00233,2023-10-03,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00234,2023-08-16,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00235,2024-01-22,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00236,2023-11-25,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00237,2023-08-12,influencer,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00238,2023-10-13,seo,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00239,2023-11-05,influencer,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00240,2023-12-14,paid_social,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00241,2023-12-15,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00242,2023-08-09,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00243,2024-01-28,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00244,2023-09-05,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00245,2024-03-12,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00246,2024-01-08,paid_social,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00247,2024-01-26,affiliate,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00248,2024-02-23,seo,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00249,2023-11-24,,PT,EUR,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00250,2023-09-18,influencer,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
