bet_id,player_id,bet_ts,stake,currency,product,payout,_source_file,_ingested_at
B0002760,P00198,2023-12-10T15:48:00Z,30.06,EUR,casino,81.92,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003654,P00247,2024-02-09T06:29:00Z,457.64,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002794,P00202,2024-03-08T06:55:00Z,322.36,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002590,P00189,2023-11-13T04:30:00Z,62.54,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000036,P00004,2024-03-16T01:27:00Z,269.25,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003397,P00231,2024-02-15T11:38:00Z,708.81,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000639,P00054,2024-01-07T10:26:00Z,750.60,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001543,P00120,2024-01-27T08:47:00Z,386.44,BRL,casino,1163.02,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000093,P00007,2024-01-18T12:08:00Z,109.83,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003044,P00216,2023-11-15T00:50:00Z,464.05,BRL,casino,775.38,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000324,P00027,2024-02-16T01:15:00Z,505.43,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002098,P00145,2023-09-04T18:19:00Z,523.44,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002128,P00148,2024-03-16T10:50:00Z,291.84,BRL,sports,893.22,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001029,P00085,2023-10-28T00:01:00Z,314.06,BRL,sports,605.13,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000565,P00047,2024-02-14T23:14:00Z,131.47,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001882,P00139,2023-11-21T18:07:00Z,144.41,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002825,P00202,2024-02-27T13:29:00Z,926.37,BRL,casino,2031.01,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000789,P00068,2023-11-15T20:02:00Z,150.31,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002371,P00169,2023-11-29T20:28:00Z,555.78,BRL,sports,1759.02,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000470,P00038,2024-03-11T13:02:00Z,764.58,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001040,P00088,2023-11-24T22:28:00Z,81.32,BRL,casino,133.78,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002076,P00143,2024-02-17T17:53:00Z,693.28,BRL,casino,1580.82,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002200,P00153,2024-03-09T03:01:00Z,110.69,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002412,P00173,2023-10-15T03:01:00Z,154.89,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002780,P00201,2023-09-10T19:39:00Z,897.57,BRL,casino,2861.30,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002269,P00158,2024-03-14T03:21:00Z,708.87,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002712,P00195,2023-11-20T03:30:00Z,121.06,EUR,casino,414.96,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003687,P00250,2023-09-21T18:46:00Z,145.56,EUR,sports,429.75,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002959,P00214,2024-03-13T00:28:00Z,69.96,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001511,P00118,2023-11-21T11:00:00Z,314.40,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002547,P00188,2024-02-19T09:34:00Z,557.09,BRL,casino,1907.39,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002377,P00169,2023-11-23T20:22:00Z,367.61,BRL,casino,1270.67,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000925,P00078,2024-02-06T03:57:00Z,178.46,BRL,casino,236.91,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001134,P00095,2023-11-24T00:02:00Z,74.40,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001546,P00120,2024-01-27T23:33:00Z,65.90,BRL,sports,127.29,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000530,P00043,2023-12-26T10:34:00Z,415.58,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003073,P00216,2023-11-27T01:19:00Z,37.99,BRL,sports,65.16,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000670,P00057,2024-01-14T10:17:00Z,897.57,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002410,P00173,2023-10-09T05:31:00Z,106.03,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000415,P00033,2024-03-22T22:09:00Z,572.01,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000958,P00081,2023-10-29T08:02:00Z,188.70,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002628,P00193,2024-03-06T03:26:00Z,979.13,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000237,P00021,2023-10-24T12:10:00Z,273.01,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001598,P00121,2023-11-18T01:15:00Z,721.20,BRL,sports,1830.65,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002195,P00153,2024-03-10T20:11:00Z,61.08,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002116,P00148,2024-03-12T04:49:00Z,918.86,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000956,P00079,2023-09-23T11:49:00Z,254.84,BRL,sports,370.61,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002178,P00153,2024-03-09T03:35:00Z,108.80,USD,sports,149.46,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000763,P00066,2024-01-04T22:07:00Z,180.27,USD,casino,506.67,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001470,P00118,2023-12-06T07:02:00Z,910.19,BRL,sports,3185.61,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002573,P00188,2024-01-14T19:10:00Z,8.57,EUR,sports,28.48,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001108,P00092,2024-03-13T18:59:00Z,542.49,BRL,casino,717.21,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003346,P00227,2024-02-10T15:29:00Z,918.80,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003701,P00250,2023-09-21T19:37:00Z,13.81,EUR,casino,29.73,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003677,P00249,2023-12-10T12:25:00Z,117.00,EUR,casino,174.17,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003241,P00222,2023-11-22T09:07:00Z,239.02,BRL,sports,604.96,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000373,P00029,2023-12-09T11:23:00Z,234.27,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002175,P00153,2024-03-09T12:32:00Z,62.63,USD,casino,83.12,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000300,P00026,2024-03-02T02:38:00Z,69.43,BRL,sports,116.28,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002979,P00214,2024-03-05T02:23:00Z,53.67,EUR,sports,138.74,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001074,P00090,2024-02-24T11:35:00Z,785.99,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001066,P00089,2024-03-15T17:58:00Z,994.61,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001946,P00140,2023-10-03T20:03:00Z,744.00,BRL,sports,1839.98,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002169,P00153,2024-03-09T16:46:00Z,29.11,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000736,P00064,2023-11-24T07:10:00Z,48.96,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003163,P00218,2023-09-28T00:58:00Z,436.26,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000584,P00048,2023-12-18T08:04:00Z,282.51,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003427,P00232,2024-03-13T00:41:00Z,54.88,USD,casino,160.71,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001380,P00114,2024-01-15T07:59:00Z,933.85,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000583,P00048,2023-12-23T21:23:00Z,795.37,BRL,sports,2250.37,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002227,P00156,2024-01-15T05:06:00Z,724.71,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001287,P00108,2024-02-24T03:35:00Z,189.12,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001878,P00139,2023-10-09T16:27:00Z,546.50,BRL,sports,1898.38,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003305,P00222,2023-11-22T07:50:00Z,611.37,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000713,P00062,2023-09-11T16:26:00Z,73.39,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002528,P00188,2023-09-16T02:48:00Z,41.02,EUR,casino,128.96,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002672,P00194,2023-10-16T11:03:00Z,24.17,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000891,P00075,2024-03-06T03:27:00Z,148.18,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002132,P00148,2024-03-15T19:22:00Z,551.23,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000820,P00071,2023-11-28T23:37:00Z,32.63,EUR,sports,113.86,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001717,P00135,2024-01-26T01:47:00Z,511.34,BRL,sports,1254.11,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000996,P00082,2024-03-08T13:01:00Z,386.81,BRL,casino,699.78,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000049,P00005,2023-09-30T14:55:00Z,60.93,USD,casino,145.68,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001571,P00120,2024-01-27T11:34:00Z,783.61,BRL,sports,1375.89,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001276,P00105,2023-11-03T10:52:00Z,478.91,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000477,P00038,2024-03-13T23:23:00Z,768.30,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003109,P00217,2024-03-01T06:48:00Z,855.74,BRL,sports,2618.30,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000488,P00038,2024-03-03T05:32:00Z,919.18,BRL,sports,2511.49,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002440,P00180,2023-12-23T13:12:00Z,516.83,BRL,casino,1622.33,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000566,P00047,2024-02-05T18:32:00Z,156.77,EUR,sports,188.34,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002321,P00164,2024-02-10T01:56:00Z,52.46,EUR,casino,86.68,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001499,P00118,2023-11-08T09:53:00Z,273.21,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002370,P00167,2024-03-11T10:02:00Z,54.07,BRL,casino,143.70,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003700,P00250,2023-09-19T16:39:00Z,74.76,EUR,casino,157.16,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000334,P00028,2023-09-17T04:21:00Z,873.72,BRL,sports,2131.23,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002181,P00153,2024-03-10T16:43:00Z,35.59,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002203,P00153,2024-03-09T00:58:00Z,12.47,USD,casino,21.36,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000574,P00048,2023-11-03T09:47:00Z,717.03,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003026,P00216,2023-11-11T18:34:00Z,642.47,BRL,casino,2044.90,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000538,P00043,2023-12-15T13:21:00Z,513.33,BRL,sports,854.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003129,P00217,2024-02-10T14:34:00Z,1.87,USD,sports,3.11,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002392,P00170,2024-03-08T09:32:00Z,177.08,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003334,P00227,2024-01-17T01:13:00Z,482.98,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000123,P00008,2023-10-14T19:28:00Z,662.47,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001733,P00135,2023-12-31T00:30:00Z,602.62,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001486,P00118,2023-10-10T00:05:00Z,177.03,BRL,sports,386.08,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003433,P00232,2024-03-16T12:48:00Z,86.99,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001767,P00135,2024-01-04T20:18:00Z,137.60,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003434,P00232,2024-02-22T23:49:00Z,189.76,USD,casino,643.57,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002239,P00156,2024-01-01T18:48:00Z,669.81,BRL,casino,1234.38,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001374,P00114,2024-01-11T00:12:00Z,424.18,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001734,P00135,2024-01-14T22:03:00Z,299.78,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001394,P00115,2023-10-23T16:39:00Z,339.88,BRL,sports,1049.70,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000600,P00052,2024-03-04T11:39:00Z,121.31,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000322,P00027,2024-03-09T02:42:00Z,277.84,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003610,P00244,2023-09-26T14:58:00Z,746.05,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000628,P00054,2023-09-05T03:09:00Z,555.06,BRL,casino,1336.63,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001845,P00138,2024-02-10T02:49:00Z,51.84,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003406,P00231,2024-02-15T00:29:00Z,562.51,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002519,P00187,2023-10-26T16:09:00Z,136.61,EUR,sports,167.26,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003262,P00222,2023-11-27T18:56:00Z,324.35,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003523,P00241,2023-12-15T12:57:00Z,117.07,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001188,P00099,2023-11-05T16:31:00Z,158.24,EUR,casino,424.86,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002415,P00173,2023-10-06T18:16:00Z,117.47,EUR,sports,338.05,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000417,P00033,2024-03-15T03:38:00Z,731.73,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000057,P00005,2023-09-05T12:03:00Z,4.10,USD,casino,7.59,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001618,P00125,2023-12-24T08:53:00Z,284.58,BRL,sports,789.91,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001727,P00135,2023-12-23T08:02:00Z,509.69,BRL,casino,1512.67,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000625,P00054,2023-08-18T01:16:00Z,725.56,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002400,P00171,2024-01-04T16:51:00Z,99.05,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002015,P00143,2024-02-15T00:11:00Z,430.77,BRL,casino,940.98,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001387,P00115,2023-10-25T01:33:00Z,573.16,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002717,P00195,2024-03-12T17:00:00Z,26.66,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001445,P00118,2023-11-06T23:09:00Z,457.51,BRL,sports,977.35,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000674,P00057,2024-01-17T18:54:00Z,815.56,BRL,casino,2724.09,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003310,P00222,2023-11-24T01:47:00Z,583.93,BRL,sports,1625.75,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003148,P00217,2024-02-24T18:42:00Z,201.49,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003328,P00226,2024-02-04T01:07:00Z,70.31,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000190,P00016,2024-01-09T10:31:00Z,37.41,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001237,P00101,2024-01-20T00:54:00Z,388.73,BRL,casino,1083.95,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000968,P00081,2023-10-06T05:37:00Z,81.19,USD,sports,155.43,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001991,P00142,2023-12-20T02:46:00Z,636.84,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001714,P00135,2024-02-04T00:30:00Z,416.47,BRL,sports,1224.93,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001871,P00139,2023-11-08T19:13:00Z,63.28,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003526,P00241,2023-12-27T00:28:00Z,460.62,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002500,P00187,2023-10-12T05:59:00Z,29.69,EUR,casino,89.41,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000929,P00078,2024-02-22T15:46:00Z,864.30,BRL,casino,2396.08,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001169,P00098,2023-12-20T01:09:00Z,436.67,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001517,P00118,2023-11-24T23:03:00Z,358.00,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000878,P00075,2024-02-03T06:23:00Z,95.27,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003600,P00243,2024-02-01T02:52:00Z,58.85,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002525,P00188,2023-11-13T12:11:00Z,37.89,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001855,P00139,2023-10-23T08:20:00Z,202.46,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002570,P00188,2023-09-29T09:20:00Z,139.93,EUR,casino,276.32,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002655,P00193,2024-01-09T04:22:00Z,981.68,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000117,P00008,2024-02-15T03:48:00Z,339.54,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000758,P00066,2023-12-24T03:52:00Z,43.15,USD,sports,62.54,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000360,P00029,2023-12-08T01:32:00Z,831.93,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002535,P00188,2024-02-01T20:57:00Z,823.18,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000839,P00071,2023-12-23T18:21:00Z,14.06,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001057,P00089,2024-03-15T14:35:00Z,793.39,BRL,casino,1157.78,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000604,P00053,2024-02-05T05:51:00Z,364.68,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000332,P00028,2023-11-13T08:51:00Z,933.02,BRL,casino,2497.84,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003543,P00241,2023-12-22T13:39:00Z,604.46,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001900,P00139,2023-10-26T02:47:00Z,23.77,BRL,sports,73.95,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001500,P00118,2023-11-18T07:59:00Z,64.79,BRL,sports,79.99,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002771,P00201,2023-10-05T13:42:00Z,679.04,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001070,P00089,2024-03-15T22:18:00Z,705.56,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002018,P00143,2024-01-22T15:28:00Z,393.84,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002748,P00198,2023-12-14T01:25:00Z,42.45,EUR,sports,117.89,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001085,P00091,2023-10-09T06:18:00Z,54.01,USD,casino,167.09,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000227,P00021,2023-11-11T17:33:00Z,96.95,BRL,casino,197.42,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
