player_id,signup_date,acquisition_channel,country,preferred_currency,kyc_status,self_excluded,is_eligible_for_targeting,_ingested_at,turnover_brl,ggr_brl,last_bet_ts,n_bets,net_deposits_confirmed_brl,deposits_pending_brl,deposits_failed_brl,last_confirmed_deposit_ts,n_confirmed_deposits,personal_cadence_days,last_activity_ts,is_never_converted,days_since_last_activity,has_reliable_personal_cadence,dormancy_threshold_days,player_lifecycle_status,hold_rate,wallet_burn_rate,theoretical_balance_brl
P00090,2024-02-12,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,4381.06,-746.3100000000001,2024-02-29T12:25:00.000Z,9,0.0,0.0,0.0,,0,,2024-02-29T12:25:00.000Z,false,32,false,60.0,active,-0.1703,,746.31
P00091,2023-09-16,seo,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,2991.17,-1642.91,2023-10-11T11:17:00.000Z,9,1877.68,0.0,0.0,2023-09-17T07:36:00.000Z,1,,2023-10-11T11:17:00.000Z,false,173,false,60.0,dormant,-0.5493,-0.875,3520.59
P00092,2024-03-07,seo,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,12462.270000000002,261.4200000000003,2024-03-21T18:35:00.000Z,24,4731.52,0.0,0.0,2024-03-21T01:28:00.000Z,3,5,2024-03-21T18:35:00.000Z,false,11,false,60.0,active,0.021,0.0553,4470.1
P00093,2023-08-23,seo,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1848.59,0.0,0.0,2023-11-23T00:24:00.000Z,1,,2023-11-23T00:24:00.000Z,false,130,false,60.0,dormant,,0.0,1848.59
P00094,2023-11-14,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,9535.01,-626.9299999999997,2023-12-12T03:30:00.000Z,15,3729.08,886.46,3084.27,2023-12-16T21:34:00.000Z,5,6,2023-12-16T21:34:00.000Z,false,107,true,30.0,dormant,-0.0658,-0.1681,4356.01
P00095,2023-10-13,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,6395.27,-144.7499999999999,2023-12-17T01:24:00.000Z,15,8282.1,0.0,0.0,2023-12-20T15:48:00.000Z,8,7,2023-12-20T15:48:00.000Z,false,103,true,30.0,dormant,-0.0226,-0.0175,8426.85
P00096,2023-12-20,affiliate,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,1564.7000000000003,-125.66000000000005,2023-12-30T05:47:00.000Z,3,0.0,0.0,0.0,,0,,2023-12-30T05:47:00.000Z,false,93,false,60.0,dormant,-0.0803,,125.66
P00097,2023-12-06,organic,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,5152.7,2607.0199999999995,2023-12-15T01:46:00.000Z,9,2102.39,0.0,0.0,2023-12-22T10:14:00.000Z,3,4,2023-12-22T10:14:00.000Z,false,101,false,60.0,dormant,0.506,1.24,-504.63
P00098,2023-11-07,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,11135.25,-3553.6900000000005,2024-03-14T00:52:00.000Z,24,5007.23,1327.29,0.0,2024-02-18T01:04:00.000Z,5,5,2024-03-14T00:52:00.000Z,false,18,true,30.0,active,-0.3191,-0.7097,8560.92
P00099,2023-10-08,organic,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,13434.48,-3004.71,2024-01-30T09:44:00.000Z,27,5393.029999999999,2759.23,0.0,2024-01-26T18:14:00.000Z,5,19,2024-01-30T09:44:00.000Z,false,62,true,48.0,dormant,-0.2237,-0.5571,8397.74
P00100,2023-12-16,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,5716.260000000001,3548.2300000000005,2024-01-13T02:05:00.000Z,12,5787.8,1007.07,1382.06,2024-01-15T11:02:00.000Z,5,3,2024-01-15T11:02:00.000Z,false,77,true,30.0,dormant,0.6207,0.6131,2239.57
P00101,2023-12-25,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,10941.479999999998,-4663.700000000001,2024-02-07T14:26:00.000Z,24,3611.19,0.0,0.0,2024-02-07T15:24:00.000Z,3,5,2024-02-07T15:24:00.000Z,false,54,false,60.0,active,-0.4262,-1.2915,8274.89
P00102,2024-01-17,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,4473.03,-610.6299999999999,2024-01-28T18:19:00.000Z,9,1366.0,0.0,0.0,2024-01-28T08:36:00.000Z,2,4,2024-01-28T18:19:00.000Z,false,64,false,60.0,dormant,-0.1365,-0.447,1976.63
P00103,2024-03-11,paid_social,PT,USD,verified,false,true,2026-07-31T12:25:18.361Z,3164.8900000000003,1349.94,2024-03-18T22:09:00.000Z,9,2094.8599999999997,0.0,1815.19,2024-03-23T09:00:00.000Z,2,2,2024-03-23T09:00:00.000Z,false,9,false,60.0,active,0.4265,0.6444,744.92
P00104,2024-02-17,seo,AO,USD,pending,false,true,2026-07-31T12:25:18.361Z,4987.540000000001,1132.1200000000001,2024-03-11T22:00:00.000Z,9,3897.16,0.0,0.0,2024-03-02T11:51:00.000Z,5,3,2024-03-11T22:00:00.000Z,false,21,true,30.0,active,0.227,0.2905,2765.04
P00105,2023-10-21,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3929.54,-4131.49,2023-12-29T12:47:00.000Z,9,1905.29,0.0,1915.36,2023-12-03T21:05:00.000Z,2,23,2023-12-29T12:47:00.000Z,false,94,false,60.0,dormant,-1.0514,-2.1684,6036.78
P00106,2023-09-28,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1701.08,1462.71,0.0,2023-11-24T16:42:00.000Z,2,25,2023-11-24T16:42:00.000Z,false,129,false,60.0,dormant,,0.0,1701.08
P00107,2023-08-08,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,784.3499999999999,109.12,2023-11-16T16:15:00.000Z,3,0.0,0.0,0.0,,0,,2023-11-16T16:15:00.000Z,false,137,false,60.0,dormant,0.1391,,-109.12
P00108,2024-02-19,seo,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,9024.31,1706.0100000000002,2024-03-13T02:18:00.000Z,15,2054.74,0.0,688.35,2024-03-19T07:48:00.000Z,3,5,2024-03-19T07:48:00.000Z,false,13,false,60.0,active,0.189,0.8303,348.73
P00109,2024-01-11,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2198.86,2198.86,2024-01-20T07:27:00.000Z,3,3230.52,0.0,0.0,2024-01-19T02:38:00.000Z,2,1,2024-01-20T07:27:00.000Z,false,72,false,60.0,dormant,1.0,0.6807,1031.66
P00110,2023-11-22,organic,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,4041.15,-914.1700000000001,2024-01-03T16:42:00.000Z,9,570.36,0.0,0.0,2023-12-14T05:26:00.000Z,2,6,2024-01-03T16:42:00.000Z,false,89,false,60.0,dormant,-0.2262,-1.6028,1484.53
P00111,2023-11-07,influencer,PT,USD,verified,true,false,2026-07-31T12:25:18.361Z,13454.349999999999,-115.60999999999967,2024-02-09T05:48:00.000Z,30,9602.6,68.33,0.0,2024-02-13T22:08:00.000Z,8,7,2024-02-13T22:08:00.000Z,false,48,true,30.0,dormant,-0.0086,-0.012,9718.21
P00112,2023-10-10,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,8440.25,-1557.83,2023-12-07T22:25:00.000Z,21,3088.47,0.0,0.0,2023-11-08T17:09:00.000Z,4,11,2023-12-07T22:25:00.000Z,false,116,false,60.0,dormant,-0.1846,-0.5044,4646.3
P00113,2024-01-03,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,5403.04,-983.4500000000002,2024-01-20T11:45:00.000Z,12,5685.12,0.0,0.0,2024-01-19T22:59:00.000Z,7,2,2024-01-20T11:45:00.000Z,false,72,true,30.0,dormant,-0.182,-0.173,6668.57
P00114,2024-01-08,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,4385.6900000000005,-372.55000000000007,2024-01-18T10:32:00.000Z,9,2191.8199999999997,1865.16,0.0,2024-01-19T02:05:00.000Z,2,6,2024-01-19T02:05:00.000Z,false,73,false,60.0,dormant,-0.0849,-0.17,2564.37
P00115,2023-10-15,affiliate,BR,BRL,verified,true,false,2026-07-31T12:25:18.361Z,27521.619999999995,1370.5500000000009,2023-11-05T11:26:00.000Z,57,14310.16,1464.08,5230.59,2023-11-05T15:49:00.000Z,14,1,2023-11-05T15:49:00.000Z,false,148,true,30.0,dormant,0.0498,0.0958,12939.61
P00116,2023-10-05,organic,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,680.78,0.0,2018.56,2023-11-01T11:24:00.000Z,1,,2023-11-01T11:24:00.000Z,false,152,false,60.0,dormant,,0.0,680.78
P00117,2024-02-10,seo,AO,USD,pending,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,2857.01,0.0,0.0,2024-02-10T16:18:00.000Z,2,0,2024-02-10T16:18:00.000Z,false,51,false,60.0,active,,0.0,2857.01
P00118,2023-10-07,organic,BR,BRL,pending,true,false,2026-07-31T12:25:18.361Z,39321.509999999995,4904.290000000001,2023-12-06T07:02:00.000Z,87,12024.99,4489.3,566.73,2024-02-12T23:51:00.000Z,13,3,2024-02-12T23:51:00.000Z,false,49,true,30.0,dormant,0.1247,0.4078,7120.7
P00119,2023-08-07,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,0.0,0.0,0.0,,0,,,true,,false,60.0,never_converted,,,0.0
P00120,2024-01-27,unknown,BR,BRL,verified,true,false,2026-07-31T12:25:18.361Z,39609.18,-6406.760000000004,2024-01-27T23:52:00.000Z,72,11210.92,0.0,2253.04,2024-01-27T21:01:00.000Z,10,0,2024-01-27T23:52:00.000Z,false,65,true,30.0,dormant,-0.1617,-0.5715,17617.68
P00121,2023-11-08,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,1915.5100000000002,-1886.25,2023-11-24T14:16:00.000Z,3,0.0,0.0,0.0,,0,,2023-11-24T14:16:00.000Z,false,129,false,60.0,dormant,-0.9847,,1886.25
P00122,2024-03-01,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,592.1899999999999,-283.39,2024-03-24T09:02:00.000Z,3,1269.2,0.0,1270.3,2024-03-22T23:32:00.000Z,1,,2024-03-24T09:02:00.000Z,false,8,false,60.0,active,-0.4785,-0.2233,1552.59
P00123,2023-11-01,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3678.04,-2886.29,2023-11-25T02:37:00.000Z,9,0.0,0.0,0.0,,0,,2023-11-25T02:37:00.000Z,false,128,false,60.0,dormant,-0.7847,,2886.29
P00124,2024-03-05,influencer,PT,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,2824.71,0.0,0.0,2024-03-21T03:15:00.000Z,2,9,2024-03-21T03:15:00.000Z,false,11,false,60.0,active,,0.0,2824.71
P00125,2023-12-23,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,8193.28,-5822.07,2024-01-07T11:22:00.000Z,15,5642.28,0.0,888.63,2024-01-10T22:07:00.000Z,4,5,2024-01-10T22:07:00.000Z,false,82,false,60.0,dormant,-0.7106,-1.0319,11464.35
P00126,2024-02-18,affiliate,AO,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1632.2400000000002,0.0,1469.58,2024-02-22T03:01:00.000Z,2,0,2024-02-22T03:01:00.000Z,false,39,false,60.0,active,,0.0,1632.24
P00127,2023-08-04,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1784.92,0.0,0.0,2023-11-07T02:14:00.000Z,2,75,2023-11-07T02:14:00.000Z,false,146,false,60.0,dormant,,0.0,1784.92
P00128,2023-08-30,organic,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,4323.77,-3099.3199999999997,2023-09-08T20:18:00.000Z,9,0.0,0.0,0.0,,0,,2023-09-08T20:18:00.000Z,false,206,false,60.0,dormant,-0.7168,,3099.32
P00129,2024-02-03,influencer,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,3574.64,2675.21,2024-03-18T12:03:00.000Z,6,640.18,1899.5100000000002,0.0,2024-03-13T03:25:00.000Z,1,,2024-03-18T12:03:00.000Z,false,14,false,60.0,active,0.7484,4.1788,-2035.03
P00130,2023-11-11,unknown,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,14414.979999999994,7030.089999999999,2024-01-19T02:53:00.000Z,24,1952.1799999999998,818.59,0.0,2024-01-17T01:29:00.000Z,2,62,2024-01-19T02:53:00.000Z,false,73,false,60.0,dormant,0.4877,3.6011,-5077.91
P00131,2024-01-07,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3257.23,2120.77,2024-02-29T00:54:00.000Z,9,4346.76,0.0,0.0,2024-02-09T08:56:00.000Z,3,14,2024-02-29T00:54:00.000Z,false,32,false,60.0,active,0.6511,0.4879,2225.99
P00132,2023-08-26,influencer,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,3502.2799999999997,1408.2299999999998,2023-11-18T02:38:00.000Z,6,0.0,0.0,0.0,,0,,2023-11-18T02:38:00.000Z,false,135,false,60.0,dormant,0.4021,,-1408.23
P00133,2024-02-28,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3728.75,3061.89,2024-03-20T04:56:00.000Z,6,1793.94,0.0,0.0,2024-03-23T07:20:00.000Z,1,,2024-03-23T07:20:00.000Z,false,9,false,60.0,active,0.8212,1.7068,-1267.95
P00134,2023-08-18,paid_social,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,939.26,939.26,2023-10-02T12:56:00.000Z,3,2069.54,0.0,1398.85,2023-09-18T10:24:00.000Z,2,25,2023-10-02T12:56:00.000Z,false,182,false,60.0,dormant,1.0,0.4538,1130.28
P00135,2023-12-22,seo,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,43705.34999999999,-5092.199999999998,2024-02-04T13:04:00.000Z,84,22057.01,4459.83,1705.1399999999999,2024-02-05T08:40:00.000Z,21,2,2024-02-05T08:40:00.000Z,false,56,true,30.0,dormant,-0.1165,-0.2309,27149.21
P00136,2023-08-27,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,11208.89,-2060.4700000000003,2024-03-08T21:31:00.000Z,24,6557.05,0.0,0.0,2024-01-18T02:43:00.000Z,7,15,2024-03-08T21:31:00.000Z,false,24,true,38.0,active,-0.1838,-0.3142,8617.52
P00137,2023-10-11,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,12556.73,-388.26000000000056,2023-10-17T23:36:00.000Z,24,3740.5499999999997,241.59,992.77,2023-10-13T01:29:00.000Z,3,1,2023-10-17T23:36:00.000Z,false,167,false,60.0,dormant,-0.0309,-0.1038,4128.81
P00138,2024-01-03,unknown,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,13242.63,6349.58,2024-02-16T14:41:00.000Z,24,4733.4,0.0,0.0,2024-02-13T15:34:00.000Z,7,4,2024-02-16T14:41:00.000Z,false,45,true,30.0,dormant,0.4795,1.3414,-1616.18
P00139,2023-08-02,unknown,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,44720.37000000002,-3342.7900000000004,2023-12-14T03:17:00.000Z,84,26484.699999999993,945.86,1045.33,2023-11-29T09:14:00.000Z,21,4,2023-12-14T03:17:00.000Z,false,109,true,30.0,dormant,-0.0747,-0.1262,29827.49
P00140,2023-09-25,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,12045.150000000001,3776.9699999999993,2023-10-16T04:15:00.000Z,27,3238.9,575.04,1727.3,2023-10-08T19:24:00.000Z,3,2,2023-10-16T04:15:00.000Z,false,168,false,60.0,dormant,0.3136,1.1661,-538.07
P00141,2024-03-14,paid_social,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,5279.579999999999,-1592.8299999999997,2024-03-28T00:45:00.000Z,12,4236.54,0.0,1076.5,2024-03-25T11:37:00.000Z,3,3,2024-03-28T00:45:00.000Z,false,4,false,60.0,active,-0.3017,-0.376,5829.37
P00142,2023-11-15,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,12191.380000000001,3889.419999999999,2024-03-27T00:21:00.000Z,27,9499.03,0.0,0.0,2024-03-18T23:09:00.000Z,10,8,2024-03-27T00:21:00.000Z,false,5,true,30.0,active,0.319,0.4095,5609.61
P00143,2024-01-18,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,40394.63,7535.510000000001,2024-02-19T09:49:00.000Z,81,23506.699999999993,1292.98,553.57,2024-02-18T14:06:00.000Z,23,1,2024-02-19T09:49:00.000Z,false,42,true,30.0,dormant,0.1865,0.3206,15971.19
P00144,2023-10-14,seo,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,6561.970000000001,205.0999999999999,2024-01-10T17:15:00.000Z,12,5533.19,1731.93,0.0,2024-01-05T01:11:00.000Z,8,7,2024-01-10T17:15:00.000Z,false,82,true,30.0,dormant,0.0313,0.0371,5328.09
P00145,2023-08-19,unknown,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,11902.920000000002,677.9100000000003,2024-01-09T10:07:00.000Z,21,7751.849999999999,853.46,0.0,2024-02-12T00:46:00.000Z,6,14,2024-02-12T00:46:00.000Z,false,49,true,35.0,dormant,0.057,0.0875,7073.94
P00146,2023-11-12,paid_social,PT,EUR,rejected,false,false,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1755.84,0.0,0.0,2024-02-11T18:22:00.000Z,1,,2024-02-11T18:22:00.000Z,false,50,false,60.0,active,,0.0,1755.84
P00147,2024-02-29,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,2127.71,424.21,0.0,2024-03-21T02:54:00.000Z,2,10,2024-03-21T02:54:00.000Z,false,11,false,60.0,active,,0.0,2127.71
P00148,2024-03-10,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,13246.589999999998,-4026.61,2024-03-16T18:30:00.000Z,27,10178.93,0.0,701.87,2024-03-16T03:18:00.000Z,9,1,2024-03-16T18:30:00.000Z,false,16,true,30.0,active,-0.304,-0.3956,14205.54
P00149,2024-02-15,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,1546.33,702.1,2024-03-27T08:38:00.000Z,3,1815.88,0.0,0.0,2024-03-26T11:14:00.000Z,1,,2024-03-27T08:38:00.000Z,false,5,false,60.0,active,0.454,0.3866,1113.78
P00150,2023-08-20,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2647.9700000000003,2647.9700000000003,2023-12-12T19:37:00.000Z,3,0.0,0.0,0.0,,0,,2023-12-12T19:37:00.000Z,false,111,false,60.0,dormant,1.0,,-2647.97
P00151,2024-01-12,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,4681.05,0.0,0.0,2024-02-14T19:17:00.000Z,3,14,2024-02-14T19:17:00.000Z,false,47,false,60.0,active,,0.0,4681.05
P00152,2023-12-30,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,4270.360000000001,0.0,0.0,2024-03-10T02:22:00.000Z,3,10,2024-03-10T02:22:00.000Z,false,22,false,60.0,active,,0.0,4270.36
P00153,2024-03-09,influencer,AO,EUR,verified,false,true,2026-07-31T12:25:18.361Z,28072.749999999996,163.51000000000016,2024-03-10T23:51:00.000Z,69,12572.11,553.98,3246.7299999999996,2024-03-10T16:13:00.000Z,14,0,2024-03-10T23:51:00.000Z,false,22,true,30.0,active,0.0058,0.013,12408.6
P00154,2023-11-24,affiliate,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,2817.28,948.0100000000002,2023-12-19T18:15:00.000Z,6,729.48,0.0,0.0,2023-12-18T22:39:00.000Z,2,6,2023-12-19T18:15:00.000Z,false,104,false,60.0,dormant,0.3365,1.2996,-218.53
P00155,2024-02-24,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,3790.12,1770.7600000000002,2024-03-23T23:45:00.000Z,9,382.94,0.0,0.0,2024-03-17T16:57:00.000Z,1,,2024-03-23T23:45:00.000Z,false,9,false,60.0,active,0.4672,4.6241,-1387.82
P00156,2023-12-13,organic,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,11484.800000000001,2380.8,2024-03-01T13:09:00.000Z,24,4438.65,0.0,0.0,2024-01-29T05:22:00.000Z,5,1,2024-03-01T13:09:00.000Z,false,31,true,30.0,dormant,0.2073,0.5364,2057.85
P00157,2024-01-13,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,10231.93,3013.02,2024-03-30T13:00:00.000Z,18,8052.549999999999,3437.99,0.0,2024-03-25T01:30:00.000Z,8,12,2024-03-30T13:00:00.000Z,false,2,true,30.0,active,0.2945,0.3742,5039.53
P00158,2024-03-11,affiliate,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,13354.270000000004,4526.399999999999,2024-03-15T07:35:00.000Z,24,7847.2300000000005,1157.18,0.0,2024-03-15T15:44:00.000Z,7,0,2024-03-15T15:44:00.000Z,false,17,true,30.0,active,0.3389,0.5768,3320.83
P00159,2023-12-31,seo,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,2979.5,-1016.1099999999999,2024-01-31T06:26:00.000Z,6,0.0,0.0,0.0,,0,,2024-01-31T06:26:00.000Z,false,61,false,60.0,dormant,-0.341,,1016.11
P00160,2023-12-13,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3520.38,-1923.7799999999995,2024-03-13T06:33:00.000Z,9,1486.1100000000001,0.0,0.0,2024-02-16T12:09:00.000Z,2,25,2024-03-13T06:33:00.000Z,false,19,false,60.0,active,-0.5465,-1.2945,3409.89
P00161,2023-12-03,unknown,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,2288.73,0.0,1751.26,2024-02-22T11:59:00.000Z,2,72,2024-02-22T11:59:00.000Z,false,39,false,60.0,active,,0.0,2288.73
P00162,2024-02-06,influencer,PT,USD,verified,false,true,2026-07-31T12:25:18.361Z,1276.8600000000001,123.3599999999999,2024-03-09T21:43:00.000Z,3,1464.73,0.0,0.0,2024-03-20T06:09:00.000Z,2,43,2024-03-20T06:09:00.000Z,false,12,false,60.0,active,0.0966,0.0842,1341.37
P00163,2024-01-07,paid_social,PT,USD,verified,false,true,2026-07-31T12:25:18.361Z,704.15,77.73000000000002,2024-01-30T02:57:00.000Z,3,0.0,0.0,950.22,,0,,2024-01-30T02:57:00.000Z,false,62,false,60.0,dormant,0.1104,,-77.73
P00164,2024-02-09,influencer,PT,EUR,rejected,false,false,2026-07-31T12:25:18.361Z,6653.910000000001,3206.9100000000003,2024-02-21T12:19:00.000Z,21,2252.05,0.0,888.24,2024-02-17T00:52:00.000Z,2,7,2024-02-21T12:19:00.000Z,false,40,false,60.0,active,0.482,1.424,-954.86
P00165,2023-11-03,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,5040.8,-516.04,2023-12-10T12:21:00.000Z,9,878.37,0.0,0.0,2023-11-11T01:01:00.000Z,1,,2023-12-10T12:21:00.000Z,false,113,false,60.0,dormant,-0.1024,-0.5875,1394.41
P00166,2024-02-26,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,6269.29,1460.25,2024-03-27T21:05:00.000Z,9,248.35000000000002,0.0,450.53,2024-03-24T12:30:00.000Z,2,20,2024-03-27T21:05:00.000Z,false,5,false,60.0,active,0.2329,5.8798,-1211.9
P00167,2024-03-05,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,6346.6799999999985,4040.92,2024-03-12T22:20:00.000Z,18,1930.31,1749.89,183.26,2024-03-08T17:00:00.000Z,1,,2024-03-12T22:20:00.000Z,false,20,false,60.0,active,0.6367,2.0934,-2110.61
P00168,2024-02-26,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,0.0,0.0,0.0,,0,,,true,,false,60.0,never_converted,,,0.0
P00169,2023-11-04,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,9132.45,-4905.5599999999995,2024-01-15T17:54:00.000Z,18,4367.969999999999,0.0,616.65,2024-01-07T02:43:00.000Z,5,3,2024-01-15T17:54:00.000Z,false,77,true,30.0,dormant,-0.5372,-1.1231,9273.53
P00170,2024-02-29,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,5248.18,-5079.05,2024-03-08T09:32:00.000Z,9,4003.5,0.0,0.0,2024-03-08T07:37:00.000Z,3,3,2024-03-08T09:32:00.000Z,false,24,false,60.0,active,-0.9678,-1.2687,9082.55
P00171,2023-12-19,seo,AO,USD,verified,true,false,2026-07-31T12:25:18.361Z,1394.6,1394.6,2024-01-04T16:51:00.000Z,3,3379.1499999999996,0.0,0.0,2024-01-19T04:50:00.000Z,2,19,2024-01-19T04:50:00.000Z,false,73,false,60.0,dormant,1.0,0.4127,1984.55
P00172,2024-01-11,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,2628.0499999999997,143.4199999999999,2024-03-14T00:29:00.000Z,6,1520.0,0.0,0.0,2024-02-25T09:17:00.000Z,3,1,2024-03-14T00:29:00.000Z,false,18,false,60.0,active,0.0546,0.0944,1376.58
P00173,2023-10-01,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,4059.47,1146.0700000000002,2023-10-22T03:23:00.000Z,9,2302.41,0.0,0.0,2023-10-22T02:42:00.000Z,3,2,2023-10-22T03:23:00.000Z,false,162,false,60.0,dormant,0.2823,0.4978,1156.34
P00174,2023-12-13,influencer,AO,EUR,rejected,false,false,2026-07-31T12:25:18.361Z,2444.37,-1510.2199999999998,2024-02-07T01:51:00.000Z,3,0.0,0.0,0.0,,0,,2024-02-07T01:51:00.000Z,false,54,false,60.0,active,-0.6178,,1510.22
P00175,2023-08-12,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,4250.23,-854.1700000000002,2024-01-17T05:16:00.000Z,6,0.0,0.0,0.0,,0,,2024-01-17T05:16:00.000Z,false,75,false,60.0,dormant,-0.201,,854.17
P00176,2024-01-08,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,2693.7,0.0,0.0,2024-03-04T06:29:00.000Z,3,25,2024-03-04T06:29:00.000Z,false,28,false,60.0,active,,0.0,2693.7
P00177,2024-01-26,paid_social,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,1753.19,423.2099999999999,2024-02-19T00:26:00.000Z,6,1776.76,996.26,0.0,2024-02-19T00:53:00.000Z,2,3,2024-02-19T00:53:00.000Z,false,42,false,60.0,active,0.2414,0.2382,1353.55
P00178,2024-03-14,influencer,BR,BRL,pending,true,false,2026-07-31T12:25:18.361Z,0.0,0.0,,0,3173.0299999999997,0.0,0.0,2024-03-16T13:24:00.000Z,2,2,2024-03-16T13:24:00.000Z,false,16,false,60.0,active,,0.0,3173.03
P00179,2023-10-13,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2984.48,715.2900000000001,2024-01-29T09:06:00.000Z,6,0.0,0.0,1205.44,,0,,2024-01-29T09:06:00.000Z,false,63,false,60.0,dormant,0.2397,,-715.29
P00180,2023-11-07,seo,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,4144.91,-1755.5600000000002,2024-02-16T22:01:00.000Z,9,0.0,0.0,0.0,,0,,2024-02-16T22:01:00.000Z,false,45,false,60.0,active,-0.4235,,1755.56
